ID;aemet_equipo_loc;aemet_lej;aemet_fecha;aemet_lugar;aemet_provincia;aemet_tmax;aemet_tmin;aemet_sol;aemet_presMax;aemet_presMin;aemet_prec;aemet_racha;aemet_dir;aemet_velmedia;aemet_tmax_vis;aemet_tmin_vis;aemet_sol_vis;aemet_presMax_vis;aemet_presMin_vis;aemet_prec_vis;aemet_racha_vis;aemet_dir_vis;aemet_velmedia_vis;
g_1_nF5QQf1C;Malaga;0;2016-04-20;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;18.4;12.5;NaN;1016.6;1008.4;4.0;11.7;21;3.1;12.2;8.5;NaN;941.2;936.8;2.6;10.8;09;1.1;
g_1_6PLaufG5;Sporting de Gijon;0;2016-04-20;GIJÓN, PUERTO;ASTURIAS;16.0;12.9;0.0;1013.8;1009.9;26.3;NaN;NaN;NaN;17.5;11.8;4.8;1017.9;1009.2;0.2;13.3;23;4.7;
g_1_zyrHmI8P;Valencia;0;2016-04-20;VALENCIA AEROPUERTO;VALENCIA;19.5;12.6;1.0;1011.9;1006.9;0.0;13.3;05;3.9;21.7;11.6;2.2;1012.2;1007.3;1.7;15.3;16;5.0;
g_1_UweVPEGI;Deportivo de La Coruna;0;2016-04-20;A CORUÑA;A CORUÑA;18.5;12.1;NaN;NaN;NaN;0.0;6.7;01;2.2;21.1;14.3;4.5;1020.0;1015.9;7.7;18.1;08;10.6;
g_1_8UgZOYVO;Granada;0;2016-04-21;GRANADA AEROPUERTO;GRANADA;21.4;5.0;11.2;956.2;952.5;0.0;7.8;99;0.8;26.2;13.2;12.2;1014.1;1010.1;0.0;11.4;26;5.6;
g_1_YBNisGog;Real Sociedad;0;2016-04-21;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;17.5;9.8;6.3;990.6;985.5;0.0;13.9;17;4.7;17.4;8.2;NaN;944.0;941.0;1.0;8.1;22;1.7;
g_1_bDcQeF0n;Las Palmas;0;2016-04-22;GRAN CANARIA AEROPUERTO;LAS PALMAS;23.8;16.5;12.3;1015.5;1013.2;0.0;11.4;02;5.3;18.1;13.1;0.1;1021.0;1015.3;0.0;10.3;23;4.7;
g_1_l2jwgDp5;Eibar;1;2016-04-23;BILBAO AEROPUERTO;BIZKAIA;16.6;8.0;0.3;1016.3;1013.4;3.3;8.9;34;3.1;16.1;11.4;9.3;1014.4;1010.1;0.8;11.7;29;3.1;
g_1_Sn2UfZFh;Barcelona;0;2016-04-23;BARCELONA AEROPUERTO;BARCELONA;19.3;12.0;10.4;1015.7;1010.6;1.2;13.3;99;4.4;15.8;12.0;4.4;1020.3;1015.9;2.8;NaN;NaN;NaN;
g_1_dEECxh0O;Atl. Madrid;0;2016-04-23;MADRID, RETIRO;MADRID;18.5;9.1;NaN;941.4;936.6;3.9;9.7;04;1.4;24.1;14.6;NaN;1012.4;1007.5;0.0;8.1;03;1.9;
g_1_6w1YggVb;Rayo Vallecano;0;2016-04-23;MADRID, RETIRO;MADRID;18.5;9.1;NaN;941.4;936.6;3.9;9.7;04;1.4;18.5;9.1;NaN;941.4;936.6;3.9;9.7;04;1.4;
g_1_2iF8wYpI;Villarreal;0;2016-04-24;CASTELLÓN - ALMASSORA;CASTELLON;23.5;12.4;13.4;1011.0;1007.0;0.0;8.3;28;3.1;12.0;8.2;5.6;992.7;988.9;0.0;10.0;01;5.8;
g_1_dSgoiiFH;Getafe;1;2016-04-24;MADRID, RETIRO;MADRID;18.2;7.5;NaN;940.7;938.9;0.0;8.9;02;1.7;25.2;10.6;13.2;1008.5;1004.7;0.0;12.8;32;5.3;
g_1_faXFyCFU;Sevilla;0;2016-04-24;SEVILLA AEROPUERTO;SEVILLA;26.3;12.0;11.9;1012.9;1009.6;0.0;7.8;36;1.9;26.3;12.0;11.9;1012.9;1009.6;0.0;7.8;36;1.9;
g_1_KMbMdeot;Levante;0;2016-04-24;VALENCIA AEROPUERTO;VALENCIA;25.2;10.6;13.2;1008.5;1004.7;0.0;12.8;32;5.3;13.3;4.6;0.4;1020.1;1015.9;0.4;8.9;99;3.1;
g_1_25fshXaB;Celta de Vigo;0;2016-04-25;VIGO AEROPUERTO;PONTEVEDRA;21.8;8.0;NaN;988.1;984.9;0.0;10.8;27;4.4;25.9;6.7;11.6;950.1;946.7;0.0;11.4;17;2.2;
g_1_zJtPLg1P;Sporting de Gijon;0;2016-04-29;GIJÓN, PUERTO;ASTURIAS;15.2;9.8;3.7;1020.6;1011.8;2.8;NaN;NaN;NaN;18.4;4.8;10.7;1016.8;1012.6;3.0;13.3;04;3.9;
g_1_QmL3EBga;Granada;0;2016-04-30;GRANADA AEROPUERTO;GRANADA;26.2;10.4;8.9;954.8;950.8;0.0;9.7;99;2.5;24.0;18.8;8.6;1015.1;1011.9;0.0;16.9;03;10.8;
g_1_WQLaFivg;Real Betis;0;2016-04-30;SEVILLA AEROPUERTO;SEVILLA;27.4;14.8;12.0;1016.3;1012.6;0.0;8.3;30;2.2;15.5;11.0;0.1;1021.5;1015.7;NA;11.9;10;5.8;
g_1_KjIeGXOn;Atl. Madrid;0;2016-04-30;MADRID, RETIRO;MADRID;19.8;8.4;NaN;947.6;939.3;0.0;10.6;03;3.1;19.8;8.4;NaN;947.6;939.3;0.0;10.6;03;3.1;
g_1_n3mscAOO;Real Sociedad;0;2016-04-30;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;11.5;7.1;9.8;998.4;988.9;0.8;18.1;32;8.9;19.8;8.4;NaN;947.6;939.3;0.0;10.6;03;3.1;
g_1_8Clwbj9I;Valencia;0;2016-05-01;VALENCIA AEROPUERTO;VALENCIA;21.5;6.2;13.6;1016.8;1013.6;0.0;16.1;35;3.6;21.0;9.6;13.6;1018.5;1015.7;0.0;12.8;02;3.3;
g_1_QmaYbWgC;Deportivo de La Coruna;0;2016-05-01;A CORUÑA;A CORUÑA;15.1;7.4;13.7;1024.1;1020.4;0.0;13.1;34;4.7;18.0;4.5;NaN;949.0;945.9;0.0;9.4;03;2.2;
g_1_4vK7DV85;Espanyol;0;2016-05-01;BARCELONA AEROPUERTO;BARCELONA;21.1;8.0;NaN;1021.5;1017.3;0.0;13.6;31;5.6;27.1;12.8;13.5;1018.6;1015.8;0.0;14.4;99;7.2;
g_1_xSSjHD9t;Athletic Club;1;2016-05-01;BILBAO AEROPUERTO;BIZKAIA;14.3;3.5;7.2;1027.6;1026.1;0.0;9.7;99;3.3;22.1;4.2;NaN;997.9;994.8;0.0;10.3;35;3.1;
g_1_MFECCkOB;Malaga;0;2016-05-02;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;20.7;15.7;NaN;1016.7;1013.3;0.0;11.4;14;4.4;23.3;5.6;13.1;1015.8;1011.6;0.0;9.7;99;2.8;
g_1_Q3yGfow7;Barcelona;0;2016-05-08;BARCELONA AEROPUERTO;BARCELONA;18.8;14.4;0.0;1008.6;1005.8;0.4;11.4;06;4.2;18.8;14.4;0.0;1008.6;1005.8;0.4;11.4;06;4.2;
g_1_zyKwAQxf;Celta de Vigo;0;2016-05-08;VIGO AEROPUERTO;PONTEVEDRA;16.8;10.5;NaN;965.0;960.8;15.0;13.3;20;4.2;17.2;14.4;NaN;1001.0;996.7;11.4;13.3;11;3.9;
g_1_EPHAGSaQ;Eibar;1;2016-05-08;BILBAO AEROPUERTO;BIZKAIA;23.3;13.5;3.3;995.2;991.0;4.3;22.8;13;8.3;20.6;13.3;3.7;999.6;994.8;27.8;16.4;21;4.4;
g_1_K2I6H8pK;Getafe;1;2016-05-08;MADRID, RETIRO;MADRID;12.4;9.5;NaN;927.8;924.1;14.8;11.7;15;2.2;23.3;14.2;6.2;993.8;990.9;0.0;NaN;NaN;NaN;
g_1_4fzKg5hD;Las Palmas;0;2016-05-08;GRAN CANARIA AEROPUERTO;LAS PALMAS;26.2;17.6;8.7;1006.7;1001.8;1.8;9.7;06;3.6;23.3;13.5;3.3;995.2;991.0;4.3;22.8;13;8.3;
g_1_dUWBeRN0;Levante;0;2016-05-08;VALENCIA AEROPUERTO;VALENCIA;17.7;14.7;0.0;1000.2;996.8;13.7;8.3;99;3.9;12.4;9.5;NaN;927.8;924.1;14.8;11.7;15;2.2;
g_1_6aE2IlVD;Real Madrid;0;2016-05-08;MADRID, RETIRO;MADRID;12.4;9.5;NaN;927.8;924.1;14.8;11.7;15;2.2;17.7;14.7;0.0;1000.2;996.8;13.7;8.3;99;3.9;
g_1_dpLZA6Nm;Real Sociedad;0;2016-05-08;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;20.5;15.0;0.7;970.7;966.4;0.4;26.1;17;9.4;12.4;9.5;NaN;927.8;924.1;14.8;11.7;15;2.2;
g_1_GY3xCn8s;Sevilla;0;2016-05-08;SEVILLA AEROPUERTO;SEVILLA;20.6;13.3;3.7;999.6;994.8;27.8;16.4;21;4.4;19.4;10.3;0.3;940.7;936.1;4.1;14.4;20;5.8;
g_1_UcJs9ph0;Villarreal;0;2016-05-08;CASTELLÓN - ALMASSORA;CASTELLON;17.6;15.2;0.0;1002.9;999.4;9.4;7.8;11;2.2;19.4;11.9;4.7;986.4;982.9;1.4;14.7;17;3.9;
g_1_fNgomrEq;Valencia;0;2016-05-13;VALENCIA AEROPUERTO;VALENCIA;24.3;13.1;7.3;1005.2;999.5;0.0;10.3;99;3.1;14.4;11.0;1.0;984.8;978.3;9.0;12.5;30;5.3;
g_1_6ax96WE4;Athletic Club;1;2016-05-14;BILBAO AEROPUERTO;BIZKAIA;17.6;13.1;0.1;1018.6;1011.7;4.8;11.4;31;4.4;23.2;11.0;11.2;1017.3;1015.1;0.0;7.2;99;2.8;
g_1_GU9nkVqU;Atl. Madrid;0;2016-05-14;MADRID, RETIRO;MADRID;19.3;9.0;NaN;942.4;938.0;0.0;6.7;31;0.8;15.2;11.6;NaN;994.2;989.0;2.9;10.3;31;3.6;
g_1_ppl08hph;Deportivo de La Coruna;0;2016-05-14;A CORUÑA;A CORUÑA;13.9;12.6;0.0;1017.5;1010.8;2.8;8.6;26;3.3;19.3;9.0;NaN;942.4;938.0;0.0;6.7;31;0.8;
g_1_Wtpd9YUo;Granada;0;2016-05-14;GRANADA AEROPUERTO;GRANADA;22.6;6.8;10.9;954.7;951.6;0.0;8.9;27;2.2;20.5;13.8;10.0;1015.7;1008.9;0.2;8.9;05;3.9;
g_1_zZtD5jUA;Rayo Vallecano;0;2016-05-15;MADRID, RETIRO;MADRID;20.3;13.0;NaN;944.3;942.1;0.0;8.3;04;1.9;25.1;14.6;12.5;1013.1;1009.5;0.0;9.7;99;3.1;
g_1_IwdEpkho;Real Betis;0;2016-05-15;SEVILLA AEROPUERTO;SEVILLA;26.8;12.2;13.5;1017.4;1014.2;0.0;6.7;99;1.7;20.3;13.0;NaN;944.3;942.1;0.0;8.3;04;1.9;
g_1_EPuH4AqH;Sporting de Gijon;0;2016-05-15;GIJÓN, PUERTO;ASTURIAS;18.3;13.2;6.3;1024.6;1022.6;0.0;NaN;NaN;NaN;25.6;14.9;12.5;1015.3;1011.5;0.0;6.7;16;2.5;
g_1_S8w57Cab;Espanyol;0;2016-05-15;BARCELONA AEROPUERTO;BARCELONA;22.6;15.0;11.7;1020.3;1015.7;0.0;8.9;15;3.6;18.8;11.4;3.2;1021.8;1018.1;0.0;7.8;99;2.2;
g_1_zJhkjBUN;Malaga;0;2016-05-15;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;27.2;15.7;NaN;1014.5;1010.8;0.0;7.5;31;3.1;25.3;18.7;8.6;1016.6;1013.5;0.0;18.6;99;10.8;
