ID;jornada;horario;local;visitante;Date;FTHG;FTAG;FTR;HS;AS;HC;AC;B365H;B365D;B365A;BWH;BWD;BWA;BbAv>2.5;BbAv<2.5;porcen_home_puntos;porcen_away_puntos;porcen_total_puntos_1;porcen_total_puntos_2;porcen_home_puntos_racha3;porcen_away_puntos_racha3;porcen_total_puntos_1_racha3;porcen_total_puntos_2_racha3;porcen_home_goles_propios;porcen_home_goles_ajenos;porcen_home_goles_totales;porcen_away_goles_propios;porcen_away_goles_ajenos;porcen_away_goles_totales;porcen_goles_propios_1;porcen_goles_propios_2;porcen_goles_ajenos_1;porcen_goles_ajenos_2;porcen_goles_totales_1;porcen_goles_totales_2;ult_result_1;ult_result_2;ult_result_3;ult_result_4;ult_result_dif_goles_1;ult_result_dif_goles_2;ult_result_dif_goles_3;ult_result_dif_goles_4;ult_result_dif_goles_5;
g_1_xMoZg3vT;23;09.02. 16:15;Atl. Madrid;Real Madrid;190209;1;3;A;11;11;3;4;2.37;3.25;3.1;2.4;3.3;3;2.06;1.77;0.88;0.52;0.67;0.64;1.0;0.78;0.67;1.0;1.73;0.36;2.09;1.73;1.91;3.64;1.45;1.68;1.45;1.68;2.09;2.86;0;1;0;0;1;0;0;0;0;0
g_1_zH31gi5F;23;09.02. 13:00;Getafe;Celta Vigo;190209;3;1;H;12;13;4;3;1.9;3.4;4.33;1.87;3.4;4.6;2.38;1.58;0.53;0.27;0.48;0.36;0.67;0.0;0.44;0.33;1.3;0.6;1.9;1.6;2.2;3.8;1.14;1.55;1.14;1.55;1.95;3.18;1;0;0;0;0;1;1;0;0;0
g_1_YiX4ls2j;23;10.02. 20:45;Ath Bilbao;Barcelona;190210;0;0;D;13;10;6;4;4.75;4;1.7;4.75;3.9;1.72;1.66;2.21;0.52;0.77;0.39;0.76;0.78;1.0;0.44;0.78;1.09;1.09;2.18;2.2;0.8;3.0;1.05;2.73;1.05;2.73;2.32;3.77;0;0;1;0;0;0;0;1;1;0
g_1_Iug6hBKL;23;10.02. 18:30;Sevilla;Eibar;190210;2;2;D;13;8;9;7;1.66;4;5;1.67;4.1;4.75;1.71;2.14;0.77;0.23;0.55;0.44;0.78;0.22;0.33;0.78;1.8;0.6;2.4;0.7;1.7;2.4;1.64;1.32;1.64;1.32;2.68;2.68;1;0;0;0;0;1;1;0;0;0
g_1_WrcAiVZR;23;10.02. 16:15;Valencia;Real Sociedad;190210;0;0;D;10;8;7;5;1.83;3.5;4.5;1.83;3.5;4.5;2.02;1.8;0.48;0.52;0.45;0.45;0.78;0.44;0.78;0.56;1.27;0.73;2.0;1.45;1.18;2.64;1.09;1.23;1.09;1.23;2.0;2.36;1;0;0;0;0;0;1;0;0;0
g_1_dQ4cfXk9;23;10.02. 12:00;Leganes;Betis;190210;3;0;H;16;3;4;4;2.25;3;3.6;2.35;3.1;3.3;2.48;1.38;0.57;0.37;0.39;0.48;0.56;0.33;0.44;0.67;1.2;0.9;2.1;1.0;1.2;2.2;1.0;1.18;1.0;1.18;2.23;2.36;1;0;0;0;0;0;1;0;0;0
g_1_vVX0kNnp;23;11.02. 21:00;Alaves;Levante;190211;2;0;H;16;8;3;10;2;3.4;3.8;2.05;3.4;3.8;1.97;1.84;0.63;0.36;0.48;0.41;0.44;0.0;0.0;0.44;1.1;0.7;1.8;1.36;1.73;3.09;1.0;1.45;1.0;1.45;2.23;3.27;1;0;0;0;0;0;1;0;0;0
g_1_8QawoTCe;24;15.02. 21:00;Eibar;Getafe;190215;2;2;D;11;7;3;3;2.05;3.3;4;2.05;3.1;4.1;2.64;1.47;0.61;0.44;0.43;0.51;0.78;0.44;0.56;0.44;1.83;1.08;2.92;1.0;1.0;2.0;1.35;1.22;1.35;1.22;2.74;2.04;0;0;1;0;0;0;0;0;1;0
g_1_lOqxmkrq;24;16.02. 20:45;Barcelona;Valladolid;190216;1;0;H;20;10;3;5;1.14;9;15;1.16;8;16;1.36;3.07;0.75;0.39;0.74;0.38;0.78;0.11;0.56;0.44;3.17;1.25;4.42;0.75;1.25;2.0;2.61;0.83;2.61;0.83;3.61;2.04;0;0;0;1;0;0;0;0;0;1
g_1_4Cqt5l4R;24;16.02. 18:30;Real Sociedad;Leganes;190216;3;0;H;15;8;4;1;2.05;3.1;4.2;2.05;3.1;4.1;2.48;1.53;0.39;0.25;0.45;0.42;0.78;0.33;0.56;0.78;1.0;1.09;2.09;0.83;1.5;2.33;1.17;1.09;1.17;1.09;2.26;2.26;1;0;0;0;0;0;1;0;0;0
g_1_ENjT7jK8;24;16.02. 16:15;Rayo Vallecano;Atl. Madrid;190216;0;1;A;12;4;4;6;6;3.5;1.65;5.75;3.6;1.67;2.17;1.68;0.36;0.45;0.33;0.64;0.44;0.44;0.33;0.33;1.67;2.17;3.83;1.18;0.91;2.09;1.17;1.43;1.17;1.43;2.91;2.17;0;0;0;1;0;0;0;0;0;1
g_1_SErtn9ck;24;16.02. 13:00;Celta Vigo;Levante;190216;1;4;A;14;14;5;7;1.8;3.8;4.5;1.85;3.7;4.2;1.65;2.22;0.44;0.33;0.35;0.39;0.33;0.0;0.33;0.11;1.5;1.17;2.67;1.25;1.75;3.0;1.52;1.39;1.52;1.39;3.22;3.22;1;0;0;0;0;1;1;0;0;0
g_1_nHbspmS1;24;17.02. 20:45;Betis;Alaves;190217;1;1;D;19;6;6;3;1.72;3.5;5.25;1.8;3.4;5;2.26;1.63;0.58;0.36;0.46;0.51;0.67;0.11;0.33;0.33;1.33;1.17;2.5;0.92;1.67;2.58;1.13;1.04;1.13;1.04;2.39;2.22;1;0;0;0;0;1;1;0;0;0
g_1_6LV708Cr;24;17.02. 18:30;Villarreal;Sevilla;190217;3;0;H;12;21;6;4;2.5;3.4;2.8;2.45;3.5;2.8;1.82;1.98;0.25;0.36;0.29;0.54;0.22;0.0;0.22;0.44;1.08;1.42;2.5;1.5;1.42;2.92;1.0;1.65;1.0;1.65;2.35;2.74;0;0;1;0;0;0;0;0;1;0
g_1_dntY6AZE;24;17.02. 16:15;Valencia;Espanyol;190217;0;0;D;21;6;10;2;1.72;3.7;4.8;1.8;3.5;4.75;1.93;1.87;0.47;0.19;0.45;0.41;0.56;0.11;0.56;0.44;1.17;0.67;1.83;1.0;1.75;2.75;1.04;1.17;1.04;1.17;1.91;2.78;1;0;0;0;0;0;1;0;0;0
g_1_zwux6UlL;24;17.02. 12:00;Real Madrid;Girona;190217;1;2;A;19;14;7;0;1.16;8;15;1.19;7;15;1.41;2.84;0.76;0.39;0.65;0.35;0.67;0.11;1.0;0.0;1.64;0.45;2.09;1.09;1.36;2.45;1.74;1.0;1.74;1.0;2.91;2.43;1;0;0;0;0;1;1;0;0;0
g_1_0KnP8W42;24;18.02. 21:00;Huesca;Ath Bilbao;190218;0;1;A;12;9;3;5;3.1;3.1;2.5;3.1;3.1;2.45;2.31;1.61;0.3;0.27;0.26;0.39;0.67;0.44;0.78;0.44;1.09;1.36;2.45;1.0;1.45;2.45;1.0;1.0;1.0;1.0;2.7;2.22;0;0;0;1;0;0;0;0;0;1
g_1_KrxOdQB7;25;22.02. 21:00;Espanyol;Huesca;190222;1;1;D;13;13;7;4;1.72;3.6;5;1.75;3.6;5;2.01;1.81;0.64;0.22;0.4;0.25;0.67;0.44;0.56;0.67;1.36;1.45;2.82;0.92;2.0;2.92;1.12;0.96;1.12;0.96;2.67;2.62;0;0;0;1;0;0;0;0;0;1
g_1_nVwGbnse;25;23.02. 20:45;Ath Bilbao;Eibar;190223;1;0;H;9;7;10;2;2.1;3.25;3.8;2.1;3.2;3.8;2.34;1.6;0.5;0.24;0.42;0.43;0.78;0.22;0.44;0.56;1.0;1.0;2.0;0.82;1.73;2.55;1.0;1.38;1.0;1.38;2.17;2.79;0;1;0;0;1;0;0;0;0;0
g_1_lpLCaSRl;25;23.02. 18:30;Alaves;Celta Vigo;190223;0;0;D;17;8;3;4;2.3;3.3;3.2;2.3;3.25;3.2;2.19;1.68;0.67;0.24;0.5;0.33;0.67;0.0;0.44;0.33;1.18;0.64;1.82;1.55;2.27;3.82;1.04;1.5;1.04;1.5;2.21;3.29;1;0;0;0;0;0;1;0;0;0
g_1_lb0oERtr;25;23.02. 16:15;Sevilla;Barcelona;190223;2;4;A;13;17;3;8;3.5;4;1.95;3.6;4;1.91;1.49;2.57;0.73;0.73;0.51;0.75;0.56;0.78;0.11;0.56;1.82;0.73;2.55;2.0;0.73;2.73;1.58;2.54;1.58;2.54;2.75;3.5;0;1;0;0;1;0;0;0;0;0
g_1_d0L6L9l8;25;23.02. 13:00;Getafe;Rayo Vallecano;190223;2;1;H;11;7;2;2;1.7;3.6;5.5;1.72;3.6;5.25;2.34;1.6;0.58;0.3;0.5;0.32;0.67;0.67;0.56;0.0;1.45;0.64;2.09;0.64;1.27;1.91;1.25;1.12;1.25;1.12;2.12;2.83;0;0;0;1;0;0;0;0;0;1
g_1_rHNII7YQ;25;24.02. 20:45;Levante;Real Madrid;190224;1;2;A;11;19;4;6;5.25;4.75;1.53;5.25;4.6;1.55;1.36;3.07;0.45;0.56;0.42;0.62;0.56;1.0;0.44;0.67;1.55;1.91;3.45;1.83;1.83;3.67;1.5;1.71;1.5;1.71;3.29;2.92;0;1;0;0;1;0;0;0;0;0
g_1_SlakDodl;25;24.02. 18:30;Valladolid;Betis;190224;0;2;A;10;6;13;4;2.7;3.2;2.75;2.75;3.2;2.7;2.3;1.62;0.36;0.33;0.36;0.46;0.44;0.0;0.11;0.44;0.91;1.18;2.09;0.91;1.36;2.27;0.79;1.12;0.79;1.12;2.0;2.38;0;0;0;1;0;0;0;0;0;1
g_1_thwKc6d1;25;24.02. 16:15;Atl. Madrid;Villarreal;190224;2;0;H;15;14;6;7;1.57;3.75;7;1.57;3.9;6.25;2.15;1.7;0.81;0.33;0.65;0.32;0.67;0.22;0.33;0.56;1.67;0.58;2.25;0.91;1.27;2.18;1.42;1.08;1.42;1.08;2.12;2.38;0;1;0;0;1;0;0;0;0;0
g_1_UDJEJmJK;25;24.02. 12:00;Leganes;Valencia;190224;1;1;D;17;6;4;2;2.8;3.1;2.7;2.8;2.95;2.8;2.48;1.54;0.61;0.42;0.4;0.44;0.78;0.44;0.67;0.33;1.36;0.82;2.18;0.91;1.09;2.0;1.04;1.0;1.04;1.0;2.29;1.83;0;0;1;0;0;0;0;0;1;0
g_1_ziKAKT3E;25;25.02. 21:00;Girona;Real Sociedad;190225;0;0;D;10;7;3;5;2.37;3.2;3;2.45;3.2;3;2.16;1.69;0.31;0.5;0.38;0.47;0.11;0.56;0.33;0.78;0.92;1.5;2.42;1.33;1.08;2.42;1.04;1.25;1.04;1.25;2.46;2.29;0;1;0;0;1;0;0;0;0;0
g_1_2PbYCx25;26;01.03. 21:00;Rayo Vallecano;Girona;190301;0;2;A;9;12;7;1;2.25;3.4;3.2;2.25;3.3;3.3;1.94;1.87;0.33;0.44;0.31;0.37;0.11;0.33;0.0;0.44;1.54;2.08;3.62;1.17;1.33;2.5;1.12;1.0;1.12;1.0;2.84;2.36;0;0;0;1;0;0;0;0;0;1
g_1_OzulYnYD;26;02.03. 20:45;Real Madrid;Barcelona;190302;0;1;A;17;10;8;6;2.75;3.7;2.45;2.7;3.75;2.4;1.47;2.64;0.69;0.75;0.64;0.76;0.67;0.78;0.67;0.78;1.58;0.58;2.17;2.17;0.83;3.0;1.72;2.6;1.72;2.6;2.92;3.6;0;0;1;0;0;0;0;1;1;0
g_1_dUn2Aqt7;26;02.03. 18:30;Huesca;Sevilla;190302;2;1;H;7;12;3;12;3.8;3.6;1.95;3.9;3.6;1.95;1.85;1.96;0.28;0.33;0.25;0.49;0.33;0.0;0.44;0.11;1.0;1.33;2.33;1.38;1.54;2.92;0.96;1.6;0.96;1.6;2.6;2.88;0;0;0;1;0;0;0;0;0;1
g_1_002HGK2t;26;02.03. 16:15;Villarreal;Alaves;190302;1;2;A;9;10;8;2;1.66;3.75;5.5;1.67;3.7;5.5;2.01;1.81;0.31;0.36;0.31;0.49;0.56;0.11;0.44;0.56;1.23;1.31;2.54;0.92;1.62;2.54;1.04;1.0;1.04;1.0;2.36;2.12;0;0;1;0;0;0;0;0;1;0
g_1_E5ccBPQ0;26;02.03. 13:00;Espanyol;Valladolid;190302;3;1;H;15;14;5;3;1.8;3.6;4.75;1.78;3.5;5;2.25;1.65;0.61;0.36;0.4;0.35;0.44;0.0;0.56;0.11;1.33;1.42;2.75;0.69;1.23;1.92;1.12;0.76;1.12;0.76;2.64;2.0;0;0;0;1;0;0;0;0;0;1
g_1_IycMFvIn;26;03.03. 20:45;Valencia;Ath Bilbao;190303;2;0;H;11;4;6;2;2;3.3;4;2;3.25;4.1;2.42;1.56;0.46;0.33;0.44;0.44;0.56;0.44;0.33;0.78;1.08;0.62;1.69;1.0;1.33;2.33;1.0;1.0;1.0;1.0;1.84;2.12;1;0;0;0;0;0;1;0;0;0
g_1_dSeQEbXh;26;03.03. 18:30;Real Sociedad;Atl. Madrid;190303;0;2;A;19;8;7;3;4;3.25;2.05;3.75;3.25;2.1;2.43;1.56;0.44;0.5;0.47;0.67;0.78;0.67;0.56;0.67;1.17;1.0;2.17;1.17;0.83;2.0;1.2;1.44;1.2;1.44;2.2;2.12;1;0;0;0;0;1;1;0;0;0
g_1_zFbgC5Bf;26;03.03. 16:15;Betis;Getafe;190303;1;2;A;6;11;4;4;2.3;3;3.4;2.35;3;3.4;2.5;1.52;0.56;0.44;0.48;0.52;0.78;0.22;0.44;0.78;1.31;1.15;2.46;1.08;1.08;2.15;1.16;1.28;1.16;1.28;2.36;2.16;0;1;0;0;1;0;0;0;0;0
g_1_jkeUDIna;26;03.03. 12:00;Eibar;Celta Vigo;190303;1;0;H;15;3;7;0;1.72;3.8;4.75;1.78;3.8;4.5;1.89;1.91;0.59;0.25;0.41;0.33;0.78;0.11;0.22;0.11;1.85;1.15;3.0;1.42;2.08;3.5;1.32;1.44;1.32;1.44;2.72;3.16;0;0;1;0;0;0;0;1;1;0
g_1_AXj693eD;26;04.03. 21:00;Leganes;Levante;190304;1;0;H;14;15;2;2;1.95;3.4;4.2;1.91;3.4;4.25;2.13;1.71;0.58;0.38;0.4;0.4;0.56;0.33;0.44;0.33;1.33;0.83;2.17;1.46;1.69;3.15;1.04;1.48;1.04;1.48;2.28;3.28;0;0;1;0;0;0;0;1;1;0
g_1_OvmsBGWH;27;08.03. 21:00;Ath Bilbao;Espanyol;190308;1;1;D;15;5;7;0;1.66;3.6;6;1.67;3.6;5.75;2.26;1.64;0.54;0.21;0.42;0.42;0.78;0.22;0.67;0.56;1.0;0.92;1.92;0.92;1.62;2.54;0.96;1.19;0.96;1.19;2.12;2.69;0;0;1;0;0;0;0;0;1;0
g_1_dSHeUwXu;27;09.03. 20:45;Getafe;Huesca;190309;2;1;H;14;8;13;1;1.61;3.6;6.5;1.62;3.7;6.25;2.23;1.66;0.61;0.23;0.54;0.28;1.0;0.56;0.78;0.44;1.5;0.67;2.17;0.92;1.92;2.85;1.31;1.0;1.31;1.0;2.19;2.62;0;0;0;1;0;0;0;0;0;1
g_1_W4jk9f1U;27;09.03. 18:30;Barcelona;Rayo Vallecano;190309;3;1;H;12;8;10;4;1.16;8;15;1.17;8;15;1.36;3.08;0.77;0.28;0.77;0.29;0.78;0.33;1.0;0.0;3.0;1.15;4.15;0.67;1.33;2.0;2.54;1.08;2.54;1.08;3.5;2.81;0;0;0;1;0;0;0;0;0;1
g_1_hEioAznO;27;09.03. 16:15;Atl. Madrid;Leganes;190309;1;0;H;13;3;4;4;1.45;4.2;10;1.45;4.2;8.25;2.36;1.59;0.82;0.23;0.68;0.42;0.67;0.33;1.0;0.44;1.69;0.54;2.23;0.77;1.62;2.38;1.46;1.04;1.46;1.04;2.12;2.23;1;0;0;0;0;1;1;0;0;0
g_1_pllwCdHB;27;09.03. 13:00;Alaves;Eibar;190309;1;1;D;16;20;3;5;2.9;3.2;2.55;2.9;3;2.7;2.44;1.55;0.64;0.22;0.51;0.44;0.44;0.22;0.56;0.44;1.08;0.58;1.67;0.75;1.67;2.42;1.04;1.31;1.04;1.31;2.15;2.65;0;0;1;0;0;0;0;0;1;0
g_1_A5j4QeW4;27;10.03. 20:45;Valladolid;Real Madrid;190310;1;4;A;10;15;5;12;5;4.33;1.61;5.25;4.25;1.6;1.56;2.4;0.33;0.59;0.33;0.62;0.44;1.0;0.0;0.33;0.83;1.25;2.08;1.85;1.77;3.62;0.77;1.65;0.77;1.65;2.08;2.85;0;0;0;1;0;0;0;0;0;1
g_1_4hL3SH1h;27;10.03. 18:30;Levante;Villarreal;190310;0;2;A;11;13;8;2;2.9;3.3;2.5;2.8;3.4;2.5;1.75;2.09;0.42;0.31;0.38;0.29;0.44;0.11;0.33;0.33;1.5;1.92;3.42;0.83;1.33;2.17;1.42;1.04;1.42;1.04;3.19;2.38;1;0;0;0;0;0;1;0;0;0
g_1_ldk8PFoB;27;10.03. 18:30;Sevilla;Real Sociedad;190310;5;2;H;22;9;7;2;1.66;4.2;4.75;1.65;4.25;4.75;1.73;2.1;0.67;0.49;0.47;0.45;0.44;0.33;0.0;0.44;1.83;1.0;2.83;1.23;1.0;2.23;1.58;1.15;1.58;1.15;2.88;2.19;1;0;0;0;0;0;1;0;0;0
g_1_AVLaTcnn;27;10.03. 16:15;Girona;Valencia;190310;2;3;A;18;11;6;1;3.3;3.2;2.35;3.1;3.2;2.4;2.13;1.71;0.31;0.42;0.4;0.46;0.11;0.56;0.78;0.56;0.85;1.38;2.23;0.92;1.08;2.0;1.04;1.04;1.04;1.04;2.35;1.85;0;0;1;0;0;0;0;0;1;0
g_1_rqK7RyHb;27;10.03. 12:00;Celta Vigo;Betis;190310;0;1;A;7;14;4;4;2.5;3.3;2.9;2.45;3.3;2.95;2.06;1.76;0.41;0.39;0.32;0.46;0.33;0.33;0.11;0.44;1.46;1.38;2.85;1.0;1.25;2.25;1.38;1.15;1.38;1.15;3.08;2.38;1;0;0;0;0;0;1;0;0;0
g_1_dMEowZFA;28;15.03. 21:00;Real Sociedad;Levante;190315;1;1;D;22;8;5;3;1.8;3.75;4.5;1.85;3.5;4.4;1.89;1.92;0.41;0.36;0.43;0.37;0.67;0.33;0.11;0.0;1.08;1.08;2.15;1.36;1.64;3.0;1.19;1.37;1.19;1.37;2.37;3.15;1;0;0;0;0;1;1;0;0;0
g_1_2aFsvF04;28;16.03. 20:45;Leganes;Girona;190316;0;2;A;12;8;6;2;2.15;3.2;3.7;2.05;3.1;4.1;2.49;1.53;0.62;0.49;0.41;0.38;0.78;0.67;0.44;0.44;1.31;0.77;2.08;1.23;1.23;2.46;1.0;1.07;1.0;1.07;2.19;2.44;0;1;0;0;1;0;0;0;0;0
g_1_rJlCOZ0H;28;16.03. 18:30;Ath Bilbao;Atl. Madrid;190316;2;0;H;9;9;1;7;3.9;3;2.2;3.7;3;2.25;2.78;1.44;0.52;0.54;0.42;0.69;0.56;0.67;0.44;1.0;1.0;0.93;1.93;1.23;0.77;2.0;0.96;1.44;0.96;1.44;2.11;2.07;0;0;1;0;0;0;0;0;1;0
g_1_80MYuyWi;28;16.03. 16:15;Real Madrid;Celta Vigo;190316;2;0;H;22;6;9;2;1.18;7.5;13;1.18;7.25;15;1.35;3.15;0.64;0.23;0.63;0.31;0.33;0.11;0.67;0.11;1.46;0.62;2.08;1.31;2.0;3.31;1.74;1.33;1.74;1.33;2.93;3.0;1;0;0;0;0;1;1;0;0;0
g_1_tfUnIXwo;28;16.03. 13:00;Huesca;Alaves;190316;1;3;A;7;12;2;2;2.45;3.2;3;2.5;3.25;2.9;2.31;1.62;0.33;0.4;0.27;0.51;0.67;0.44;0.44;0.56;1.08;1.31;2.38;1.0;1.57;2.57;1.0;1.04;1.0;1.04;2.63;2.15;0;0;0;1;0;0;0;0;0;1
g_1_U9NUtHGo;28;17.03. 20:45;Betis;Barcelona;190317;1;4;A;13;16;3;7;7;5;1.4;6.75;5.25;1.4;1.42;2.79;0.52;0.77;0.48;0.78;0.44;0.78;0.67;1.0;1.29;1.21;2.5;2.08;0.77;2.85;1.15;2.56;1.15;2.56;2.33;3.52;0;0;1;0;0;0;0;1;1;0
g_1_jPBwueob;28;17.03. 18:30;Valencia;Getafe;190317;0;0;D;8;9;3;5;2;3.3;4;1.95;3.2;4.5;2.43;1.56;0.5;0.48;0.48;0.56;0.56;0.56;0.78;1.0;1.14;0.57;1.71;1.14;1.07;2.21;1.11;1.33;1.11;1.33;1.96;2.22;0;0;1;0;0;0;0;0;1;0
g_1_zDDkxgVG;28;17.03. 18:30;Villarreal;Rayo Vallecano;190317;3;1;H;12;7;5;5;1.6;4.2;5.5;1.6;4.2;5.25;1.7;2.15;0.29;0.26;0.32;0.28;0.44;0.0;0.33;0.0;1.21;1.36;2.57;0.69;1.46;2.15;1.07;1.07;1.07;1.07;2.37;2.85;0;0;0;1;0;0;0;0;0;1
g_1_vorLMDVT;28;17.03. 16:15;Espanyol;Sevilla;190317;0;1;A;13;12;6;5;2.4;3.5;2.9;2.55;3.6;2.65;1.76;2.07;0.64;0.31;0.42;0.49;0.78;0.0;0.56;0.33;1.46;1.38;2.85;1.36;1.57;2.93;1.19;1.7;1.19;1.7;2.67;3.04;0;0;1;0;0;0;0;1;1;0
g_1_dMhGNgGN;28;17.03. 12:00;Eibar;Valladolid;190317;1;2;A;15;8;5;0;1.66;3.8;5.5;1.62;3.8;5.75;2.11;1.73;0.62;0.33;0.43;0.32;0.78;0.0;0.44;0.0;1.79;1.07;2.86;0.71;1.36;2.07;1.3;0.78;1.3;0.78;2.63;2.19;0;0;0;1;0;0;0;0;0;1
g_1_rJzHhEFc;29;29.03. 21:00;Girona;Ath Bilbao;190329;1;2;A;6;8;3;3;2.87;2.9;2.7;2.85;2.95;2.75;2.57;1.5;0.29;0.31;0.4;0.44;0.11;0.33;0.67;0.44;0.93;1.5;2.43;0.92;1.38;2.31;1.11;1.0;1.11;1.0;2.43;2.11;1;0;0;0;0;1;1;0;0;0
g_1_hl8fyDpN;29;30.03. 20:45;Alaves;Atl. Madrid;190330;0;4;A;14;11;9;2;5.5;3.4;1.75;5.5;3.4;1.75;2.51;1.52;0.62;0.5;0.52;0.67;0.56;0.67;0.78;0.67;1.08;0.62;1.69;1.14;0.86;2.0;1.11;1.39;1.11;1.39;2.21;2.07;0;0;1;0;0;0;0;0;1;0
g_1_lKgQVj8p;29;30.03. 18:30;Celta Vigo;Villarreal;190330;3;2;H;15;14;10;7;2.5;3.3;2.75;2.55;3.4;2.75;1.98;1.84;0.38;0.36;0.3;0.35;0.33;0.44;0.0;0.67;1.36;1.36;2.71;0.92;1.23;2.15;1.29;1.14;1.29;1.14;2.96;2.43;0;0;1;0;0;0;0;0;1;0
g_1_Wv7bzXaT;29;30.03. 16:15;Barcelona;Espanyol;190330;2;0;H;13;4;5;2;1.14;9;15;1.19;7.25;14;1.29;3.46;0.79;0.21;0.79;0.4;0.78;0.33;1.0;0.44;3.0;1.14;4.14;0.93;1.57;2.5;2.61;1.14;2.61;1.14;3.57;2.61;1;0;0;0;0;1;1;0;0;0
g_1_2NcUUANj;29;30.03. 13:00;Getafe;Leganes;190330;0;2;A;9;7;3;4;1.95;3.2;4.5;1.95;3.1;4.6;2.76;1.44;0.64;0.21;0.55;0.39;1.0;0.33;0.78;0.33;1.54;0.69;2.23;0.71;1.57;2.29;1.29;0.96;1.29;0.96;2.14;2.18;0;1;0;0;1;0;0;0;0;0
g_1_CbOTkCaG;29;31.03. 20:45;Real Madrid;Huesca;190331;3;2;H;16;16;4;6;1.11;10;19;1.13;9.25;18.5;1.25;3.74;0.67;0.21;0.64;0.26;0.33;0.44;0.67;0.33;1.5;0.57;2.07;0.93;1.93;2.86;1.75;1.0;1.75;1.0;2.89;2.68;0;0;0;1;0;0;0;0;0;1
g_1_Q1SXlWEM;29;31.03. 18:30;Valladolid;Real Sociedad;190331;1;1;D;10;10;7;5;2.6;3;3;2.6;3.2;2.85;2.37;1.58;0.31;0.45;0.35;0.43;0.11;0.22;0.33;0.11;0.85;1.46;2.31;1.29;1.29;2.57;0.82;1.18;0.82;1.18;2.21;2.36;0;0;0;1;0;0;0;0;0;1
g_1_4SyDgf0i;29;31.03. 16:15;Sevilla;Valencia;190331;0;1;A;17;4;5;3;2.05;3.5;3.6;2.05;3.6;3.5;1.81;2.01;0.69;0.46;0.51;0.48;0.44;0.56;0.67;0.78;2.08;1.08;3.15;1.08;1.15;2.23;1.68;1.07;1.68;1.07;2.96;1.89;0;0;1;0;0;0;0;1;1;0
g_1_jqzLiYU3;29;31.03. 14:00;Rayo Vallecano;Betis;190331;1;1;D;20;7;6;3;2.75;3.5;2.45;2.85;3.4;2.45;1.8;2.02;0.31;0.44;0.27;0.46;0.0;0.67;0.0;0.33;1.43;2.07;3.5;1.0;1.15;2.15;1.07;1.14;1.07;1.14;2.89;2.43;0;0;0;1;0;0;0;0;0;1
g_1_UZYOjhpA;29;31.03. 12:00;Levante;Eibar;190331;2;2;D;7;17;6;7;2.8;3.5;2.45;2.75;3.6;2.45;1.67;2.21;0.38;0.23;0.37;0.42;0.11;0.22;0.11;0.44;1.38;1.92;3.31;0.77;1.62;2.38;1.36;1.29;1.36;1.29;3.11;2.64;1;0;0;0;0;0;1;0;0;0
g_1_CC324BE9;30;02.04. 21:30;Villarreal;Barcelona;190402;4;4;D;16;15;5;3;5.25;4.2;1.61;5.25;4.2;1.62;1.57;2.4;0.33;0.79;0.33;0.79;0.67;1.0;0.67;1.0;1.33;1.33;2.67;2.21;0.79;3.0;1.17;2.59;1.17;2.59;2.52;3.52;0;0;1;0;0;0;0;1;1;0
g_1_Ia7Csl7d;30;02.04. 20:30;Espanyol;Getafe;190402;1;1;D;9;13;5;4;2.4;3.1;3.2;2.4;3.1;3.2;2.43;1.56;0.6;0.47;0.39;0.53;0.44;0.56;0.11;0.44;1.36;1.36;2.71;1.07;1.0;2.07;1.1;1.24;1.1;1.24;2.59;2.14;1;0;0;0;0;0;1;0;0;0
g_1_MXD3qAxp;30;02.04. 19:30;Atl. Madrid;Girona;190402;2;0;H;17;12;4;3;1.36;4.5;10;1.36;4.6;10;2.02;1.8;0.83;0.52;0.68;0.39;0.67;1.0;0.67;0.33;1.64;0.5;2.14;1.29;1.14;2.43;1.48;1.1;1.48;1.1;2.14;2.45;0;1;0;0;1;0;0;0;0;0
g_1_d2UwoNDl;30;03.04. 21:30;Valencia;Real Madrid;190403;2;1;H;11;15;6;6;3.3;3.6;2.15;3.3;3.7;2.1;1.62;2.29;0.49;0.62;0.49;0.66;0.56;1.0;0.78;1.0;1.07;0.53;1.6;2.0;1.71;3.71;1.07;1.79;1.07;1.79;1.86;2.97;0;0;1;0;0;0;0;1;1;0
g_1_v988rUij;30;03.04. 20:30;Eibar;Rayo Vallecano;190403;2;1;H;12;13;2;6;1.61;4;5.5;1.65;3.8;5.5;1.79;2.03;0.58;0.24;0.41;0.28;0.44;0.0;0.22;0.11;1.73;1.13;2.87;0.71;1.57;2.29;1.31;1.07;1.31;1.07;2.69;2.86;0;0;0;1;0;0;0;0;0;1
g_1_IBVZo3br;30;03.04. 20:30;Huesca;Celta Vigo;190403;3;3;D;23;11;5;0;2.62;3.5;2.62;2.65;3.4;2.65;1.95;1.86;0.31;0.21;0.25;0.32;0.33;0.11;0.0;0.33;1.07;1.43;2.5;1.21;2.0;3.21;1.03;1.34;1.03;1.34;2.76;3.03;0;0;0;1;0;0;0;0;0;1
