ID;jornada;horario;local;visitante;Date;FTHG;FTAG;FTR;HS;AS;HC;AC;B365H;B365D;B365A;BWH;BWD;BWA;BbAv>2.5;BbAv<2.5;porcen_home_puntos;porcen_away_puntos;porcen_total_puntos_1;porcen_total_puntos_2;porcen_home_puntos_racha3;porcen_away_puntos_racha3;porcen_total_puntos_1_racha3;porcen_total_puntos_2_racha3;porcen_home_goles_propios;porcen_home_goles_ajenos;porcen_home_goles_totales;porcen_away_goles_propios;porcen_away_goles_ajenos;porcen_away_goles_totales;porcen_goles_propios_1;porcen_goles_propios_2;porcen_goles_ajenos_1;porcen_goles_ajenos_2;porcen_goles_totales_1;porcen_goles_totales_2;ult_result_1;ult_result_2;ult_result_3;ult_result_4;ult_result_dif_goles_1;ult_result_dif_goles_2;ult_result_dif_goles_3;ult_result_dif_goles_4;ult_result_dif_goles_5;
g_1_b30uOYZP;8;07.10. 18:30;Sevilla;Celta Vigo;181007;2;1;H;12;13;8;8;1.53;4.33;6;1.55;4.5;5.5;1.47;2.62;0.44;0.44;0.62;0.48;0.44;0.44;1.0;0.33;1.0;0.67;1.67;1.67;1.67;3.33;2.29;1.71;2.29;1.71;3.29;3.14;1;0;0;0;0;0;1;0;0;0
g_1_WjLt3Xc0;8;07.10. 16:15;Atl. Madrid;Betis;181007;1;0;H;13;5;6;4;1.44;4;9;1.48;3.9;8.25;2.19;1.67;0.78;0.56;0.57;0.57;0.78;0.56;0.78;0.78;1.67;0.33;2.0;0.33;0.0;0.33;1.14;0.71;1.14;0.71;1.71;1.43;0;1;0;0;1;0;0;0;0;0
g_1_ImsCICcm;8;07.10. 12:00;Valladolid;Huesca;181007;1;0;H;9;11;6;2;1.9;3.5;4.2;1.9;3.5;4.25;2.13;1.71;0.33;0.33;0.43;0.24;0.33;0.11;0.78;0.11;0.67;1.0;1.67;1.5;3.5;5.0;0.86;1.0;0.86;1.0;1.71;3.43;0;0;0;1;0;0;0;0;0;1
g_1_hKlOFAs6;9;19.10. 21:00;Celta Vigo;Alaves;181019;0;1;A;19;9;6;2;1.66;4;5;1.75;3.75;4.75;1.88;1.92;0.5;0.5;0.42;0.58;0.56;0.67;0.22;0.44;1.75;1.25;3.0;1.75;1.5;3.25;1.62;1.38;1.62;1.38;3.12;2.38;1;0;0;0;0;0;1;0;0;0
g_1_CAtGHWCg;9;20.10. 20:45;Barcelona;Sevilla;181020;4;2;H;23;19;5;7;1.33;6;7.5;1.34;6;7.25;1.26;3.72;0.67;0.75;0.62;0.67;0.56;0.67;0.22;1.0;3.5;1.25;4.75;3.25;1.25;4.5;2.38;2.25;2.38;2.25;3.5;3.25;1;0;0;0;0;0;1;0;0;0
g_1_0phWDlCI;9;20.10. 18:30;Villarreal;Atl. Madrid;181020;1;1;D;18;15;8;7;3.8;3.1;2.14;3.6;3.1;2.2;2.47;1.54;0.08;0.42;0.33;0.62;0.11;0.44;0.33;0.78;0.25;1.0;1.25;0.75;0.75;1.5;0.75;1.12;0.75;1.12;1.62;1.62;1;0;0;0;0;0;1;0;0;0
g_1_nucjJqlb;9;20.10. 16:15;Valencia;Leganes;181020;1;1;D;18;7;10;1;1.5;4;7.5;1.55;4;6.5;2.07;1.75;0.33;0.0;0.38;0.29;0.33;0.0;0.56;0.67;0.75;0.75;1.5;0.5;2.0;2.5;0.75;0.88;0.75;0.88;1.62;2.38;1;0;0;0;0;1;1;0;0;0
g_1_QVefI334;9;20.10. 13:00;Real Madrid;Levante;181020;1;2;A;34;6;15;1;1.14;8.5;19;1.15;8.75;16;1.24;3.92;0.83;0.5;0.58;0.42;0.78;0.33;0.11;0.67;1.75;0.25;2.0;1.25;0.75;2.0;1.5;1.5;1.5;1.5;2.38;3.25;0;1;0;0;1;0;0;0;0;0
g_1_AeaJGjSa;9;21.10. 20:45;Betis;Valladolid;181021;0;1;A;20;6;9;6;1.61;3.8;6;1.65;3.75;5.5;1.98;1.83;0.58;0.5;0.5;0.5;0.78;0.56;0.67;1.0;1.0;1.25;2.25;1.0;0.75;1.75;0.62;0.88;0.62;0.88;1.38;1.62;0;0;0;1;0;0;0;0;0;1
g_1_xAFadMto;9;21.10. 18:30;Huesca;Espanyol;181021;0;2;A;10;6;6;4;3.5;3.3;2.14;3.6;3.3;2.15;2.15;1.7;0.11;0.17;0.21;0.58;0.11;0.11;0.11;0.78;0.33;1.0;1.33;1.0;1.5;2.5;0.88;1.38;0.88;1.38;3.12;2.25;0;0;0;1;0;0;0;0;0;1
g_1_WAmSEUdC;9;21.10. 16:15;Eibar;Ath Bilbao;181021;1;1;D;18;6;8;2;2.7;3.2;2.75;2.75;3.1;2.75;2.29;1.61;0.5;NA;0.42;0.33;0.67;NA;0.33;0.11;1.25;1.5;2.75;NA;NA;NA;1.12;1.29;1.12;1.29;2.62;3.14;0;0;1;0;0;0;0;0;1;0
g_1_vFgrL5Jo;9;21.10. 12:00;Rayo Vallecano;Getafe;181021;1;2;A;10;5;6;2;2.9;3.3;2.5;2.9;3.25;2.5;2.23;1.65;0.11;0.42;0.24;0.38;0.11;0.56;0.22;0.22;1.33;3.67;5.0;1.0;1.0;2.0;1.0;0.75;1.0;0.75;3.14;1.62;0;0;0;1;0;0;0;0;0;1
g_1_hIcnKPYi;9;22.10. 21:00;Real Sociedad;Girona;181022;0;0;D;14;12;7;6;1.72;3.75;5;1.67;4;5;1.9;1.89;0.11;0.56;0.46;0.38;0.11;0.56;0.44;0.11;1.0;1.67;2.67;1.33;1.0;2.33;1.5;1.25;1.5;1.25;2.88;2.88;1;0;0;0;0;1;1;0;0;0
g_1_dKiUJ1MI;3;24.10. 19:00;Rayo Vallecano;Ath Bilbao;181024;1;1;D;11;12;5;4;3.3;3.3;2.25;3.3;3.3;2.25;1.97;1.83;0.08;0.33;0.21;0.33;0.11;0.33;0.11;0.22;1.25;3.25;4.5;1.33;1.33;2.67;1.0;1.25;1.0;1.25;3.12;3.0;0;0;0;1;0;0;0;0;0;1
g_1_4xqMW2Ic;10;26.10. 21:00;Valladolid;Espanyol;181026;1;1;D;15;11;5;2;3.4;3.1;2.25;3.1;3.2;2.4;2.38;1.58;0.5;0.33;0.56;0.63;0.67;0.44;1.0;0.78;0.75;0.75;1.5;1.2;1.2;2.4;0.89;1.44;0.89;1.44;1.56;2.22;0;0;0;1;0;0;0;0;0;1
g_1_hbF3EL2T;10;27.10. 20:45;Atl. Madrid;Real Sociedad;181027;2;0;H;14;7;10;1;1.53;3.8;7.5;1.55;3.8;7;2.22;1.65;0.83;0.67;0.59;0.44;0.78;0.67;0.56;0.44;1.5;0.25;1.75;1.8;1.2;3.0;1.11;1.33;1.11;1.33;1.67;2.56;1;0;0;0;0;0;1;0;0;0
g_1_buhW9uBp;10;27.10. 18:30;Celta Vigo;Eibar;181027;4;0;H;10;17;2;8;2.14;3.3;3.6;2.1;3.4;3.6;1.97;1.83;0.4;0.33;0.37;0.41;0.22;0.44;0.11;0.44;1.4;1.2;2.6;1.0;1.5;2.5;1.44;1.11;1.44;1.11;2.89;2.56;1;0;0;0;0;1;1;0;0;0
g_1_byxVUtmA;10;27.10. 18:30;Levante;Leganes;181027;2;0;H;9;21;3;2;2.1;3.25;3.75;2.15;3.4;3.4;2.04;1.77;0.33;0.07;0.48;0.3;0.44;0.11;1.0;0.44;1.75;2.75;4.5;0.6;1.8;2.4;1.56;0.89;1.56;0.89;3.22;2.33;0;1;0;0;1;0;0;0;0;0
g_1_veBaF1mN;10;27.10. 16:15;Ath Bilbao;Valencia;181027;0;0;D;13;11;5;2;2.5;3.3;2.87;2.55;3.3;2.85;2.09;1.73;0.33;0.42;0.33;0.37;0.11;0.56;0.22;0.56;1.2;2.0;3.2;0.75;1.0;1.75;1.22;0.78;1.22;0.78;2.89;1.67;0;1;0;0;1;0;0;0;0;0
g_1_xWjz9aQj;10;27.10. 13:00;Girona;Rayo Vallecano;181027;2;1;H;14;14;4;7;1.85;3.5;4.5;1.83;3.6;4.4;1.89;1.91;0.27;0.33;0.37;0.22;0.33;0.44;0.22;0.11;1.2;2.0;3.2;0.75;1.0;1.75;1.11;1.0;1.11;1.0;2.56;3.0;0;0;0;1;0;0;0;0;0;1
g_1_n1YQVMX3;10;28.10. 20:45;Sevilla;Huesca;181028;2;1;H;15;11;4;2;1.22;6.5;13;1.26;5.75;12.5;1.42;2.77;0.58;0.27;0.59;0.19;0.67;0.0;0.67;0.11;1.25;0.75;2.0;1.2;3.0;4.2;2.22;0.78;2.22;0.78;3.56;3.0;0;0;0;1;0;0;0;0;0;1
g_1_pYBeGsYG;10;28.10. 18:30;Alaves;Villarreal;181028;2;1;H;19;9;8;4;3;3.2;2.5;3.1;3.2;2.4;2.24;1.64;0.67;0.58;0.63;0.33;0.78;0.67;0.67;0.11;1.0;0.5;1.5;1.25;0.75;2.0;1.33;0.78;1.33;0.78;2.22;1.67;0;0;1;0;0;0;0;1;1;0
g_1_6sDiHNIA;10;28.10. 16:15;Barcelona;Real Madrid;181028;5;1;H;13;15;4;2;1.95;3.8;3.6;1.95;3.8;3.6;1.53;2.46;0.73;0.33;0.67;0.52;0.56;0.11;0.56;0.11;3.6;1.4;5.0;1.25;1.5;2.75;2.56;1.44;2.56;1.44;3.78;2.44;0;1;0;0;1;0;0;0;0;0
g_1_QopIXr3i;10;28.10. 12:00;Getafe;Betis;181028;2;0;H;16;7;5;4;2.4;3.1;3.25;2.4;3.1;3.2;2.52;1.52;0.33;0.42;0.44;0.44;0.11;0.44;0.44;0.33;0.5;0.75;1.25;0.25;0.25;0.5;0.89;0.56;0.89;0.56;1.78;1.33;0;0;1;0;0;0;0;0;1;0
g_1_04b0pMnc;11;03.11. 20:45;Rayo Vallecano;Barcelona;181103;2;3;A;11;9;3;1;9.5;6;1.28;10;6;1.28;1.42;2.81;0.13;0.58;0.2;0.7;0.22;0.44;0.11;0.78;1.2;2.8;4.0;1.25;1.0;2.25;1.0;2.8;1.0;2.8;3.0;4.0;0;0;0;1;0;0;0;0;0;1
g_1_YVB7r0H9;11;03.11. 18:30;Valencia;Girona;181103;0;1;A;27;5;11;2;1.5;4;7.5;1.5;4.1;7;2.05;1.77;0.33;0.5;0.37;0.43;0.33;0.33;0.33;0.44;0.8;0.8;1.6;1.0;0.75;1.75;0.7;1.2;0.7;1.2;1.5;2.6;1;0;0;0;0;0;1;0;0;0
g_1_WlzwTKHM;11;03.11. 16:15;Real Madrid;Valladolid;181103;2;0;H;16;12;8;6;1.16;8;15;1.18;7.25;15.5;1.35;3.13;0.67;0.6;0.47;0.53;0.44;0.78;0.0;0.78;1.6;0.6;2.2;1.0;0.6;1.6;1.4;0.9;1.4;0.9;2.8;1.6;0;0;0;1;0;0;0;0;0;1
g_1_baKHLxAd;11;03.11. 13:00;Leganes;Atl. Madrid;181103;1;1;D;8;9;4;7;5.75;3.4;1.72;6;3.3;1.72;2.65;1.47;0.58;0.4;0.27;0.63;0.67;0.56;0.44;0.78;1.25;1.0;2.25;0.8;0.8;1.6;0.8;1.2;0.8;1.2;2.3;1.7;0;1;0;0;1;0;0;0;0;0
g_1_hbyZT02G;11;04.11. 20:45;Betis;Celta Vigo;181104;3;3;D;14;14;4;4;1.8;3.8;4.5;1.83;3.8;4.2;1.9;1.9;0.47;0.33;0.4;0.43;0.44;0.11;0.0;0.33;0.8;1.2;2.0;1.5;1.75;3.25;0.5;1.7;0.5;1.7;1.4;3.0;1;0;0;0;0;0;1;0;0;0
g_1_vec4qt23;11;04.11. 18:30;Huesca;Getafe;181104;1;1;D;18;8;10;2;3.6;3.3;2.1;3.6;3.25;2.15;2.43;1.55;0.08;0.53;0.17;0.5;0.11;0.56;0.0;0.67;0.25;1.25;1.5;1.2;1.0;2.2;0.8;1.0;0.8;1.0;3.0;1.8;0;0;0;1;0;0;0;0;0;1
g_1_lQUsSvXS;11;04.11. 18:30;Real Sociedad;Sevilla;181104;0;0;D;10;8;7;7;2.75;3.5;2.45;2.85;3.5;2.4;1.72;2.11;0.17;0.6;0.4;0.63;0.22;0.67;0.44;0.67;0.75;1.25;2.0;3.0;1.8;4.8;1.2;2.2;1.2;2.2;2.5;3.5;1;0;0;0;0;1;1;0;0;0
g_1_CMABsKWF;11;04.11. 16:15;Villarreal;Levante;181104;1;1;D;23;13;5;4;1.55;4;6;1.57;4.2;5.75;1.61;2.29;0.13;0.6;0.3;0.53;0.22;0.67;0.11;1.0;0.4;1.0;1.4;1.4;0.8;2.2;0.8;1.6;0.8;1.6;1.8;3.1;1;0;0;0;0;0;1;0;0;0
g_1_jZG9Nbup;11;04.11. 12:00;Eibar;Alaves;181104;2;1;H;23;9;13;1;2.04;3.3;3.9;2.1;3.3;3.7;2.28;1.62;0.47;0.6;0.37;0.67;0.44;0.67;0.44;1.0;1.2;1.4;2.6;1.6;1.2;2.8;1.0;1.4;1.0;1.4;2.7;2.3;0;0;1;0;0;0;0;0;1;0
g_1_pdGDMIfj;11;05.11. 21:00;Espanyol;Ath Bilbao;181105;1;0;H;8;10;2;1;2;3.3;4;1.95;3.3;4.2;2.22;1.65;1.0;0.33;0.6;0.33;1.0;0.33;0.78;0.33;1.75;0.25;2.0;1.25;1.25;2.5;1.4;1.1;1.4;1.1;2.2;2.6;0;1;0;0;1;0;0;0;0;0
g_1_0nqaYFg2;12;09.11. 21:00;Levante;Real Sociedad;181109;1;3;A;17;15;6;4;2.62;3.4;2.62;2.65;3.4;2.65;1.96;1.85;0.47;0.56;0.52;0.39;0.67;0.67;0.78;0.22;1.8;2.2;4.0;1.5;1.33;2.83;1.55;1.09;1.55;1.09;3.0;2.27;1;0;0;0;0;1;1;0;0;0
g_1_MepeZevd;12;10.11. 20:45;Girona;Leganes;181110;0;0;D;5;10;0;6;2.04;3.2;3.75;2.15;3.2;3.7;2.39;1.57;0.39;0.06;0.48;0.27;0.33;0.11;0.78;0.22;1.33;1.83;3.17;0.5;1.83;2.33;1.18;0.82;1.18;0.82;2.45;2.27;1;0;0;0;0;1;1;0;0;0
g_1_QPzodJo9;12;10.11. 18:30;Atl. Madrid;Ath Bilbao;181110;3;2;H;9;6;12;2;1.44;4;9;1.45;4;9;2.39;1.57;0.87;0.27;0.61;0.3;1.0;0.22;0.56;0.22;1.6;0.2;1.8;1.0;1.2;2.2;1.18;1.0;1.18;1.0;1.73;2.45;1;0;0;0;0;1;1;0;0;0
g_1_4KkjzxPk;12;10.11. 16:15;Getafe;Valencia;181110;0;1;A;17;7;6;4;2.75;3.1;2.75;2.8;3.1;2.7;2.58;1.49;0.47;0.4;0.48;0.33;0.33;0.56;0.78;0.22;0.8;0.6;1.4;0.6;0.8;1.4;1.0;0.64;1.0;0.64;1.82;1.45;1;0;0;0;0;0;1;0;0;0
g_1_8lQkew1F;12;10.11. 13:00;Valladolid;Eibar;181110;0;0;D;9;16;4;4;2.3;3.3;3.25;2.3;3.25;3.25;2.29;1.62;0.47;0.27;0.48;0.42;0.78;0.33;0.44;0.44;0.8;0.8;1.6;0.8;2.0;2.8;0.82;1.09;0.82;1.09;1.64;2.73;0;0;0;1;0;0;0;0;0;1
g_1_QTjnyI9q;12;11.11. 20:45;Celta Vigo;Real Madrid;181111;2;4;A;15;14;5;1;5;4.5;1.55;5;4.33;1.62;1.38;2.98;0.5;0.27;0.42;0.52;0.44;0.0;0.44;0.33;1.83;1.0;2.83;1.2;2.2;3.4;1.82;1.45;1.82;1.45;3.27;2.73;0;1;0;0;1;0;0;0;0;0
g_1_EkXtcaW2;12;11.11. 18:30;Rayo Vallecano;Villarreal;181111;2;2;D;15;11;8;4;3.1;3.4;2.25;3.1;3.4;2.3;1.88;1.92;0.11;0.47;0.18;0.3;0.11;0.33;0.11;0.22;1.33;2.83;4.17;1.2;1.0;2.2;1.09;0.82;1.09;0.82;3.18;1.82;0;0;0;1;0;0;0;0;0;1
g_1_nuPgfcGL;12;11.11. 18:30;Sevilla;Espanyol;181111;2;1;H;23;15;6;3;1.75;3.6;4.5;1.75;3.7;4.75;1.77;2.04;0.67;0.33;0.61;0.64;1.0;0.56;0.44;0.78;1.4;0.8;2.2;1.17;1.17;2.33;2.0;1.36;2.0;1.36;3.18;2.09;0;1;0;0;1;0;0;0;0;0
g_1_8l4Kub1S;12;11.11. 16:15;Barcelona;Betis;181111;3;4;A;20;15;10;5;1.18;7;13;1.19;7.25;14;1.3;3.4;0.78;0.33;0.73;0.39;0.78;0.33;1.0;0.11;3.83;1.33;5.17;0.2;0.6;0.8;2.82;0.73;2.82;0.73;4.09;1.82;1;0;0;0;0;1;1;0;0;0
g_1_fo0GtvnM;12;11.11. 12:00;Alaves;Huesca;181111;2;1;H;13;9;5;4;1.8;3.6;4.33;1.83;3.5;4.6;2.17;1.69;0.73;0.22;0.61;0.18;0.78;0.0;0.67;0.11;1.2;0.6;1.8;1.17;2.83;4.0;1.36;0.82;1.36;0.82;2.36;2.91;0;0;0;1;0;0;0;0;0;1
g_1_lOaFgos8;13;23.11. 21:00;Leganes;Alaves;181123;1;0;H;13;7;5;3;2.2;3.1;3.6;2.2;3.1;3.6;2.56;1.5;0.53;0.5;0.28;0.64;0.78;0.33;0.22;0.67;1.2;1.0;2.2;1.5;1.33;2.83;0.75;1.42;0.75;1.42;2.08;2.42;1;0;0;0;0;0;1;0;0;0
g_1_GETcgHVR;13;24.11. 20:45;Atl. Madrid;Barcelona;181124;1;1;D;3;8;2;8;3;3.3;2.37;3.1;3.3;2.35;1.92;1.88;0.89;0.67;0.64;0.67;1.0;0.44;0.78;0.67;1.83;0.5;2.33;1.6;1.2;2.8;1.33;2.83;1.33;2.83;2.0;4.33;0;1;0;0;1;0;0;0;0;0
g_1_8C8xnZN1;13;24.11. 18:30;Huesca;Levante;181124;2;2;D;32;5;7;2;2.25;3.4;3.25;2.3;3.4;3.1;2.01;1.8;0.13;0.56;0.17;0.47;0.22;0.78;0.11;0.44;0.4;1.2;1.6;1.33;0.83;2.17;0.83;1.5;0.83;1.5;2.92;3.08;0;0;0;1;0;0;0;0;0;1
g_1_YDQjzctm;13;24.11. 16:15;Valencia;Rayo Vallecano;181124;3;0;H;13;13;6;5;1.44;4.5;7.5;1.45;4.75;6.5;1.72;2.12;0.28;0.27;0.39;0.19;0.22;0.11;0.44;0.11;0.67;0.83;1.5;0.8;1.2;2.0;0.67;1.17;0.67;1.17;1.42;3.25;0;0;0;1;0;0;0;0;0;1
g_1_0n5Umegk;13;24.11. 13:00;Eibar;Real Madrid;181124;3;0;H;14;9;5;4;6;4.33;1.53;6;4.4;1.53;1.45;1.69;0.56;0.39;0.42;0.56;0.44;0.33;0.44;0.67;1.33;1.33;2.67;1.67;2.17;3.83;1.0;1.67;1.0;1.67;2.5;3.0;0;0;1;0;0;0;0;0;1;0
g_1_SEbJh5dE;13;25.11. 20:45;Villarreal;Betis;181125;2;1;H;13;13;5;4;2.14;3.4;3.4;2.15;3.5;3.3;1.78;2.03;0.17;0.44;0.31;0.44;0.22;0.33;0.22;0.44;0.5;1.0;1.5;0.83;1.0;1.83;0.92;1.0;0.92;1.0;2.0;2.25;1;0;0;0;0;1;1;0;0;0
g_1_Ek9YnF8e;13;25.11. 18:30;Espanyol;Girona;181125;1;3;A;18;16;8;3;1.66;3.6;5.75;1.62;3.7;6;2.18;1.68;1.0;0.6;0.58;0.47;1.0;0.56;0.44;0.78;1.6;0.2;1.8;1.0;0.6;1.6;1.33;1.08;1.33;1.08;2.17;2.25;0;0;1;0;0;0;0;0;1;0
g_1_n37togw8;13;25.11. 16:15;Sevilla;Valladolid;181125;1;0;H;17;13;8;6;1.4;4.75;8;1.36;5.25;7.75;1.57;2.38;0.72;0.5;0.64;0.47;1.0;0.67;0.78;0.22;1.5;0.83;2.33;0.83;0.83;1.67;2.0;0.75;2.0;0.75;3.17;1.5;0;0;0;1;0;0;0;0;0;1
g_1_INFPlyvq;13;25.11. 12:00;Ath Bilbao;Getafe;181125;1;1;D;8;15;2;2;2.04;3.3;3.9;2.1;3.25;3.8;2.44;1.55;0.33;0.5;0.28;0.44;0.11;0.56;0.11;0.44;1.0;1.67;2.67;1.17;1.0;2.17;1.08;0.92;1.08;0.92;2.67;1.75;0;1;0;0;1;0;0;0;0;0
g_1_KAMnywRt;13;26.11. 21:00;Real Sociedad;Celta Vigo;181126;2;1;H;15;6;6;2;1.85;3.75;4.2;1.85;3.6;4.33;1.83;1.98;0.2;0.33;0.44;0.39;0.22;0.22;0.44;0.44;0.6;1.0;1.6;1.8;2.0;3.8;1.25;1.83;1.25;1.83;2.42;3.5;0;0;1;0;0;0;0;0;1;0
g_1_bF0Pldet;14;30.11. 21:00;Rayo Vallecano;Eibar;181130;1;0;H;5;13;1;4;3.1;3.3;2.3;3;3.3;2.4;1.87;1.93;0.14;0.28;0.18;0.46;0.22;0.44;0.11;0.78;1.43;2.71;4.14;0.67;1.67;2.33;1.08;1.15;1.08;1.15;3.23;2.54;0;0;0;1;0;0;0;0;0;1
g_1_pI7CVYfI;14;01.12. 20:45;Real Madrid;Valencia;181201;2;0;H;13;7;2;2;1.44;4.75;7;1.45;4.75;6.5;1.5;2.55;0.72;0.5;0.51;0.44;0.44;0.78;0.67;0.67;1.67;0.5;2.17;0.67;0.67;1.33;1.54;0.85;1.54;0.85;3.0;1.54;0;1;0;0;1;0;0;0;0;0
g_1_GjeUmGAn;14;01.12. 18:30;Getafe;Espanyol;181201;3;0;H;14;8;7;4;2.4;2.87;3.4;2.4;3;3.3;2.57;1.49;0.39;0.29;0.44;0.54;0.33;0.44;0.22;0.33;0.67;0.67;1.33;1.14;1.29;2.43;0.92;1.31;0.92;1.31;1.77;2.31;1;0;0;0;0;0;1;0;0;0
g_1_fsfYnzQh;14;01.12. 16:15;Valladolid;Leganes;181201;2;4;A;20;14;6;5;2.37;3.1;3.3;2.35;3.1;3.3;2.73;1.44;0.44;0.1;0.44;0.33;0.56;0.22;0.11;0.56;0.67;0.67;1.33;0.43;1.57;2.0;0.69;0.77;0.69;0.77;1.46;2.0;0;0;0;1;0;0;0;0;0;1
g_1_2gI7WEuC;14;01.12. 13:00;Celta Vigo;Huesca;181201;2;0;H;12;8;4;4;1.64;4;5;1.65;3.9;5.25;1.76;2.05;0.43;0.19;0.36;0.18;0.33;0.0;0.11;0.22;1.86;1.43;3.29;1.14;2.71;3.86;1.77;0.92;1.77;0.92;3.46;3.0;0;0;0;1;0;0;0;0;0;1
g_1_GxGeZGeg;14;02.12. 20:45;Alaves;Sevilla;181202;1;1;D;11;14;2;5;3.6;3.6;2;3.6;3.5;2.05;1.77;2.03;0.78;0.56;0.59;0.67;1.0;0.44;0.33;0.78;1.33;0.67;2.0;2.5;1.5;4.0;1.31;1.92;1.31;1.92;2.31;3.0;1;0;0;0;0;0;1;0;0;0
g_1_fTEaYzBa;14;02.12. 18:30;Barcelona;Villarreal;181202;2;0;H;16;12;11;1;1.25;6.5;11;1.22;6.75;11.5;1.33;3.23;0.67;0.44;0.64;0.36;0.67;0.11;0.44;0.56;3.71;1.71;5.43;1.33;1.17;2.5;2.69;1.0;2.69;1.0;4.15;2.08;1;0;0;0;0;1;1;0;0;0
g_1_d6EcgxmP;14;02.12. 16:15;Girona;Atl. Madrid;181202;1;1;D;13;17;2;9;5.5;3.4;1.75;5.5;3.4;1.75;2.44;1.54;0.38;0.39;0.51;0.62;0.44;0.33;0.78;0.56;1.14;1.57;2.71;0.83;0.83;1.67;1.23;1.31;1.23;1.31;2.38;2.0;0;1;0;0;1;0;0;0;0;0
g_1_O2J3XfQ5;14;02.12. 12:00;Betis;Real Sociedad;181202;1;0;H;6;6;6;4;2.2;3.3;3.4;2.25;3.25;3.4;1.99;1.82;0.44;0.62;0.41;0.49;0.44;0.67;0.44;0.78;1.17;1.5;2.67;1.71;1.29;3.0;1.0;1.31;1.0;1.31;2.31;2.46;0;1;0;0;1;0;0;0;0;0
g_1_r3QFUhAO;14;03.12. 21:00;Levante;Ath Bilbao;181203;3;0;H;17;12;2;6;2.75;3.4;2.54;2.8;3.4;2.5;1.93;1.87;0.39;0.22;0.46;0.28;0.67;0.11;0.22;0.11;1.67;2.33;4.0;1.17;1.5;2.67;1.54;1.08;1.54;1.08;3.15;2.62;0;0;1;0;0;0;0;0;1;0
g_1_rREB0gfh;15;07.12. 21:00;Leganes;Getafe;181207;1;1;D;17;6;7;2;2.62;2.9;3;2.6;3;3;2.89;1.5;0.61;0.48;0.38;0.48;0.78;0.56;0.78;0.44;1.17;0.83;2.0;1.14;1.0;2.14;1.0;1.07;1.0;1.07;2.29;1.86;0;0;1;0;0;0;0;0;1;0
g_1_z1B32FPu;15;08.12. 20:45;Espanyol;Barcelona;181208;0;4;A;15;17;11;4;6.5;4.33;1.5;6;4.4;1.53;1.58;2.36;0.83;0.61;0.5;0.67;0.67;0.56;0.0;0.44;1.5;0.67;2.17;1.5;1.17;2.67;1.21;2.64;1.21;2.64;2.36;4.0;0;1;0;0;1;0;0;0;0;0
g_1_l4F71Zvn;15;08.12. 18:30;Villarreal;Celta Vigo;181208;2;3;A;13;14;6;1;1.72;3.8;4.75;1.8;3.75;4.33;1.71;2.13;0.29;0.28;0.33;0.4;0.56;0.11;0.44;0.33;0.71;1.0;1.71;1.67;2.0;3.67;0.93;1.79;0.93;1.79;2.07;3.36;1;0;0;0;0;1;1;0;0;0
g_1_MHDFaD9b;15;08.12. 16:15;Valencia;Sevilla;181208;1;1;D;16;11;6;4;2.2;3.5;3.2;2.25;3.4;3.2;1.84;1.96;0.38;0.52;0.4;0.64;0.44;0.22;0.67;0.78;1.0;0.71;1.71;2.29;1.43;3.71;0.79;1.86;0.79;1.86;1.57;2.93;1;0;0;0;0;1;1;0;0;0
g_1_AwpcsWgU;15;08.12. 13:00;Atl. Madrid;Alaves;181208;3;0;H;12;13;5;5;1.36;4.5;10;1.4;4.33;9.5;2.21;1.66;0.81;0.43;0.6;0.57;0.78;0.33;0.56;0.44;1.71;0.57;2.29;1.29;1.29;2.57;1.29;1.29;1.29;1.29;2.0;2.29;1;0;0;0;0;0;1;0;0;0
g_1_27ctoEf5;15;09.12. 20:45;Betis;Rayo Vallecano;181209;2;0;H;8;12;2;9;1.53;4.33;6;1.53;4.4;6;1.63;2.26;0.52;0.22;0.45;0.24;0.44;0.0;0.67;0.44;1.14;1.29;2.43;0.67;1.5;2.17;1.0;1.07;1.0;1.07;2.21;3.07;0;0;0;1;0;0;0;0;0;1
g_1_WnogrCvO;15;09.12. 18:30;Real Sociedad;Valladolid;181209;1;2;A;23;10;11;6;1.61;3.6;6.5;1.62;3.6;6.5;2.15;1.69;0.33;0.43;0.45;0.4;0.56;0.33;0.67;0.11;0.83;1.0;1.83;0.71;0.86;1.57;1.21;0.79;1.21;0.79;2.36;1.79;0;0;0;1;0;0;0;0;0;1
g_1_OMokqhPH;15;09.12. 16:15;Huesca;Real Madrid;181209;0;1;A;11;5;11;6;10;5.5;1.3;9.25;5.25;1.33;1.44;2.72;0.17;0.33;0.17;0.55;0.22;0.33;0.11;0.67;0.67;1.33;2.0;1.43;2.29;3.71;0.86;1.57;0.86;1.57;2.93;2.93;0;0;0;1;0;0;0;0;0;1
g_1_pWnopY9B;15;09.12. 12:00;Eibar;Levante;181209;4;4;D;32;14;12;3;1.75;3.8;4.5;1.78;3.8;4.5;1.77;2.05;0.62;0.52;0.43;0.5;0.78;0.56;0.44;0.44;1.57;1.14;2.71;1.43;1.0;2.43;1.07;1.64;1.07;1.64;2.43;3.14;0;1;0;0;1;0;0;0;0;0
g_1_l4gxnfua;15;10.12. 21:00;Ath Bilbao;Girona;181210;1;0;H;25;3;11;0;1.95;3.4;4;2;3.3;4;2.14;1.7;0.33;0.67;0.26;0.5;0.22;0.78;0.11;0.56;1.0;1.57;2.57;1.33;0.67;2.0;1.0;1.21;1.0;1.21;2.64;2.36;1;0;0;0;0;1;1;0;0;0
