ID;jornada;horario;local;visitante;Date;FTHG;FTAG;FTR;HS;AS;HC;AC;B365H;B365D;B365A;BWH;BWD;BWA;BbAv>2.5;BbAv<2.5;
g_1_23kVbzKt;21;27.01. 16:15;Girona;Barcelona;27/01/2019;0;2;A;13;15;3;8;10;5.25;1.33;9.5;5.25;1.33;1.48;2.58;
g_1_dQlZcfZn;21;27.01. 12:00;Valladolid;Celta Vigo;27/01/2019;2;1;H;19;8;7;5;2.4;3.2;3.1;2.4;3.25;3.1;2.28;1.62;
g_1_SAb33GBP;21;26.01. 20:45;Valencia;Villarreal;26/01/2019;3;0;H;18;14;7;4;1.83;3.6;4.5;1.87;3.4;4.5;1.92;1.89;
g_1_zHmwcElg;21;26.01. 18:30;Leganes;Eibar;26/01/2019;2;2;D;9;5;4;5;2.62;3;3;2.6;3;3;2.7;1.45;
g_1_nFLGuDJI;21;26.01. 16:15;Atl. Madrid;Getafe;26/01/2019;2;0;H;10;6;3;6;1.53;3.6;8;1.55;3.7;7.25;2.45;1.55;
g_1_EoZpSgkJ;20;21.01. 21:00;Eibar;Espanyol;21/01/2019;3;0;H;16;6;6;2;2.1;3.1;4;2.05;3.3;3.8;2.18;1.68;
g_1_vTtYUe50;20;20.01. 20:45;Barcelona;Leganes;20/01/2019;3;1;H;15;5;5;1;1.12;9;21;1.13;9;19.5;1.36;3.07;
g_1_SlNSjwSJ;20;20.01. 18:30;Levante;Valladolid;20/01/2019;2;0;H;13;13;3;2;2.1;3.5;3.5;2.05;3.5;3.6;1.78;2.04;
g_1_6uMWkcsQ;20;20.01. 18:30;Rayo Vallecano;Real Sociedad;20/01/2019;2;2;D;11;10;2;9;2.87;3.3;2.5;2.85;3.3;2.5;1.84;1.97;
g_1_rNOaqeKg;20;20.01. 16:15;Villarreal;Ath Bilbao;20/01/2019;1;1;D;3;9;1;3;2.2;3.3;3.4;2.15;3.3;3.5;2.07;1.76;
g_1_IJuxUFK6;20;20.01. 12:00;Betis;Girona;20/01/2019;3;2;H;12;8;7;2;1.61;3.75;6;1.62;3.9;5.75;1.94;1.87;
g_1_0rVtTZZC;20;19.01. 20:45;Celta Vigo;Valencia;19/01/2019;1;2;A;12;13;4;6;3.1;3.2;2.4;3.1;3.1;2.45;2.14;1.71;
g_1_dQS3rFZa;20;19.01. 18:30;Huesca;Atl. Madrid;19/01/2019;0;3;A;14;15;6;5;5.75;3.6;1.66;5.75;3.6;1.67;2.23;1.66;
g_1_A9QioHks;20;19.01. 16:15;Real Madrid;Sevilla;19/01/2019;2;0;H;23;4;7;4;1.7;4.2;4.5;1.72;4.1;4.5;1.53;2.48;
g_1_lvlLXcLs;19;14.01. 21:00;Real Sociedad;Espanyol;14/01/2019;3;2;H;9;21;7;3;2;3.3;4;1.95;3.3;4.2;2.26;1.64;
g_1_I503FG5D;19;13.01. 20:45;Betis;Real Madrid;13/01/2019;1;2;A;9;14;6;5;3.25;3.75;2.1;3.25;3.75;2.1;1.62;2.28;
g_1_vF1aGdj7;19;13.01. 18:30;Barcelona;Eibar;13/01/2019;3;0;H;7;15;2;3;1.12;9;21;1.12;9.5;18;1.24;3.61;
g_1_WlbiIILf;19;13.01. 16:15;Ath Bilbao;Sevilla;13/01/2019;2;0;H;10;10;7;6;2.75;3.2;2.7;2.75;3.25;2.65;2.03;1.79;
g_1_ph2eHxy1;19;13.01. 12:00;Atl. Madrid;Levante;13/01/2019;1;0;H;19;7;5;2;1.25;6;12;1.28;5.75;11;1.64;2.26;
g_1_W2wQWHzl;19;12.01. 20:45;Villarreal;Getafe;12/01/2019;1;2;A;17;9;6;1;2.15;3.1;3.8;2.15;3.1;3.8;2.26;1.64;
g_1_YDrjwKcK;19;12.01. 18:30;Girona;Alaves;12/01/2019;1;1;D;9;15;6;3;2.1;3.1;4;2.15;3.1;3.75;2.51;1.52;
g_1_fNqnv0rE;19;12.01. 16:15;Valencia;Valladolid;12/01/2019;1;1;D;17;6;7;0;1.53;4;7;1.55;3.9;6.75;2;1.82;
g_1_AgxUVyjf;19;12.01. 13:00;Leganes;Huesca;12/01/2019;1;0;H;14;9;4;4;1.95;3.25;4.33;1.95;3.25;4.4;2.44;1.55;
g_1_4YU3RMb8;18;07.01. 21:00;Celta Vigo;Ath Bilbao;07/01/2019;1;2;A;17;8;3;2;2.4;3.3;3;2.4;3.3;3;1.99;1.81;
g_1_00OCP0TK;18;06.01. 20:45;Getafe;Barcelona;06/01/2019;1;2;A;10;12;4;4;8;5.25;1.36;7.5;5;1.4;1.54;2.43;
g_1_jVtM2wM7;18;06.01. 18:30;Real Madrid;Real Sociedad;06/01/2019;0;2;A;28;12;10;4;1.33;6;7.5;1.33;5.5;8.75;1.43;2.75;
g_1_IyZ7QtEE;18;06.01. 16:15;Sevilla;Atl. Madrid;06/01/2019;1;1;D;15;12;4;5;2.8;3.1;2.7;2.8;3.2;2.65;2.26;1.63;
g_1_f3mD4aie;18;06.01. 12:00;Eibar;Villarreal;06/01/2019;0;0;D;24;7;13;1;2.1;3.25;3.5;2.1;3.5;3.5;1.87;1.93;
g_1_viNGOKrR;18;05.01. 20:45;Huesca;Betis;05/01/2019;2;1;H;11;7;4;6;3.2;3.5;2.2;3.3;3.4;2.2;1.88;1.92;
g_1_GCl95uxk;18;05.01. 16:15;Alaves;Valencia;05/01/2019;2;1;H;14;14;2;6;3.1;3.1;2.4;3.1;3.2;2.4;2.41;1.56;
g_1_lQ8nJb6l;18;05.01. 13:00;Valladolid;Rayo Vallecano;05/01/2019;0;1;A;12;9;9;5;2.1;3.4;3.6;2.05;3.4;3.7;2.04;1.77;
g_1_CvrI3J61;18;04.01. 21:00;Espanyol;Leganes;04/01/2019;1;0;H;12;10;3;6;2;3.3;4.2;2;3.2;4.2;2.52;1.52;
g_1_Mkk56LMr;17;03.01. 21:30;Villarreal;Real Madrid;03/01/2019;2;2;D;12;14;6;4;3.8;3.8;1.85;3.9;3.75;1.83;1.54;2.44;
g_1_CtNyOmhG;17;23.12. 18:30;Rayo Vallecano;Levante;23/12/2018;2;1;H;18;12;3;5;2.1;3.6;3.4;2.1;3.8;3.25;1.63;2.26;
g_1_r1VKRVhi;17;23.12. 16:15;Leganes;Sevilla;23/12/2018;1;1;D;13;8;3;6;3.4;3.2;2.25;3.25;3.25;2.3;2.1;1.73;
g_1_UHXWOTxA;17;23.12. 12:00;Valencia;Huesca;23/12/2018;2;1;H;19;11;12;5;1.4;4.75;8;1.4;4.4;9;1.73;2.09;
g_1_WM129lwN;17;22.12. 20:45;Ath Bilbao;Valladolid;22/12/2018;1;1;D;8;5;3;1;1.75;3.4;5;1.75;3.6;5;2.17;1.68;
g_1_ShmY3S0p;17;22.12. 18:30;Barcelona;Celta Vigo;22/12/2018;2;0;H;9;11;4;6;1.12;9;21;1.11;9.75;21;1.17;4.74;
g_1_AD0688hT;17;22.12. 16:15;Atl. Madrid;Espanyol;22/12/2018;1;0;H;8;18;5;9;1.4;4;10;1.42;4.25;9;2.25;1.64;
g_1_tdix3nGj;17;22.12. 13:00;Betis;Eibar;22/12/2018;1;1;D;4;15;4;11;1.8;3.75;4.5;1.78;3.7;4.6;1.78;2.04;
g_1_MiUOQk8c;17;21.12. 21:00;Real Sociedad;Alaves;21/12/2018;0;1;A;18;9;10;1;1.75;3.5;5;1.78;3.4;5.25;2.22;1.66;
g_1_vg8KbXO4;16;17.12. 21:00;Alaves;Ath Bilbao;17/12/2018;0;0;D;11;6;5;3;3;3.2;2.5;2.75;3.3;2.6;2.29;1.61;
g_1_dUvoFh9o;16;16.12. 20:45;Levante;Barcelona;16/12/2018;0;5;A;20;16;15;3;9;6.5;1.25;11;7;1.22;1.26;3.74;
g_1_65ayekOT;16;16.12. 18:30;Huesca;Villarreal;16/12/2018;2;2;D;30;10;13;2;3.5;3.2;2.14;3.3;3.25;2.3;1.91;1.88;
g_1_zLwkECOi;16;16.12. 16:15;Espanyol;Betis;16/12/2018;1;3;A;10;12;0;4;2.4;3.3;3;2.3;3.3;3.2;1.96;1.84;
g_1_WnXcCjg4;16;16.12. 12:00;Sevilla;Girona;16/12/2018;2;0;H;17;8;5;3;1.44;4.5;7;1.45;4.75;6.75;1.62;2.29;
g_1_C66SdBgH;16;15.12. 20:45;Eibar;Valencia;15/12/2018;1;1;D;18;11;4;2;2.7;3.2;2.7;2.7;3.2;2.7;2.1;1.73;
g_1_40V5AUNG;16;15.12. 18:30;Real Madrid;Rayo Vallecano;15/12/2018;1;0;H;9;11;4;4;1.14;9;15;1.16;9.25;13;1.23;3.95;
g_1_8Eo3j9Wp;16;15.12. 16:15;Valladolid;Atl. Madrid;15/12/2018;2;3;A;8;14;9;3;5.75;3.4;1.72;5.75;3.3;1.75;2.48;1.52;
g_1_OtAWeV8N;16;15.12. 13:00;Getafe;Real Sociedad;15/12/2018;1;0;H;9;9;2;3;2.25;3.1;3.5;2.3;3.1;3.4;2.56;1.49;
g_1_l4gxnfua;15;10.12. 21:00;Ath Bilbao;Girona;10/12/2018;1;0;H;25;3;11;0;1.95;3.4;4;2;3.3;4;2.14;1.7;
g_1_27ctoEf5;15;09.12. 20:45;Betis;Rayo Vallecano;09/12/2018;2;0;H;8;12;2;9;1.53;4.33;6;1.53;4.4;6;1.63;2.26;
g_1_WnogrCvO;15;09.12. 18:30;Real Sociedad;Valladolid;09/12/2018;1;2;A;23;10;11;6;1.61;3.6;6.5;1.62;3.6;6.5;2.15;1.69;
g_1_OMokqhPH;15;09.12. 16:15;Huesca;Real Madrid;09/12/2018;0;1;A;11;5;11;6;10;5.5;1.3;9.25;5.25;1.33;1.44;2.72;
g_1_pWnopY9B;15;09.12. 12:00;Eibar;Levante;09/12/2018;4;4;D;32;14;12;3;1.75;3.8;4.5;1.78;3.8;4.5;1.77;2.05;
g_1_z1B32FPu;15;08.12. 20:45;Espanyol;Barcelona;08/12/2018;0;4;A;15;17;11;4;6.5;4.33;1.5;6;4.4;1.53;1.58;2.36;
g_1_l4F71Zvn;15;08.12. 18:30;Villarreal;Celta Vigo;08/12/2018;2;3;A;13;14;6;1;1.72;3.8;4.75;1.8;3.75;4.33;1.71;2.13;
g_1_MHDFaD9b;15;08.12. 16:15;Valencia;Sevilla;08/12/2018;1;1;D;16;11;6;4;2.2;3.5;3.2;2.25;3.4;3.2;1.84;1.96;
g_1_AwpcsWgU;15;08.12. 13:00;Atl. Madrid;Alaves;08/12/2018;3;0;H;12;13;5;5;1.36;4.5;10;1.4;4.33;9.5;2.21;1.66;
g_1_r3QFUhAO;14;03.12. 21:00;Levante;Ath Bilbao;03/12/2018;3;0;H;17;12;2;6;2.75;3.4;2.54;2.8;3.4;2.5;1.93;1.87;
g_1_GxGeZGeg;14;02.12. 20:45;Alaves;Sevilla;02/12/2018;1;1;D;11;14;2;5;3.6;3.6;2;3.6;3.5;2.05;1.77;2.03;
g_1_fTEaYzBa;14;02.12. 18:30;Barcelona;Villarreal;02/12/2018;2;0;H;16;12;11;1;1.25;6.5;11;1.22;6.75;11.5;1.33;3.23;
g_1_d6EcgxmP;14;02.12. 16:15;Girona;Atl. Madrid;02/12/2018;1;1;D;13;17;2;9;5.5;3.4;1.75;5.5;3.4;1.75;2.44;1.54;
g_1_O2J3XfQ5;14;02.12. 12:00;Betis;Real Sociedad;02/12/2018;1;0;H;6;6;6;4;2.2;3.3;3.4;2.25;3.25;3.4;1.99;1.82;
g_1_pI7CVYfI;14;01.12. 20:45;Real Madrid;Valencia;01/12/2018;2;0;H;13;7;2;2;1.44;4.75;7;1.45;4.75;6.5;1.5;2.55;
g_1_GjeUmGAn;14;01.12. 18:30;Getafe;Espanyol;01/12/2018;3;0;H;14;8;7;4;2.4;2.87;3.4;2.4;3;3.3;2.57;1.49;
g_1_fsfYnzQh;14;01.12. 16:15;Valladolid;Leganes;01/12/2018;2;4;A;20;14;6;5;2.37;3.1;3.3;2.35;3.1;3.3;2.73;1.44;
g_1_2gI7WEuC;14;01.12. 13:00;Celta Vigo;Huesca;01/12/2018;2;0;H;12;8;4;4;1.64;4;5;1.65;3.9;5.25;1.76;2.05;
g_1_KAMnywRt;13;26.11. 21:00;Real Sociedad;Celta Vigo;26/11/2018;2;1;H;15;6;6;2;1.85;3.75;4.2;1.85;3.6;4.33;1.83;1.98;
g_1_SEbJh5dE;13;25.11. 20:45;Villarreal;Betis;25/11/2018;2;1;H;13;13;5;4;2.14;3.4;3.4;2.15;3.5;3.3;1.78;2.03;
g_1_Ek9YnF8e;13;25.11. 18:30;Espanyol;Girona;25/11/2018;1;3;A;18;16;8;3;1.66;3.6;5.75;1.62;3.7;6;2.18;1.68;
g_1_n37togw8;13;25.11. 16:15;Sevilla;Valladolid;25/11/2018;1;0;H;17;13;8;6;1.4;4.75;8;1.36;5.25;7.75;1.57;2.38;
g_1_INFPlyvq;13;25.11. 12:00;Ath Bilbao;Getafe;25/11/2018;1;1;D;8;15;2;2;2.04;3.3;3.9;2.1;3.25;3.8;2.44;1.55;
g_1_GETcgHVR;13;24.11. 20:45;Atl. Madrid;Barcelona;24/11/2018;1;1;D;3;8;2;8;3;3.3;2.37;3.1;3.3;2.35;1.92;1.88;
g_1_8C8xnZN1;13;24.11. 18:30;Huesca;Levante;24/11/2018;2;2;D;32;5;7;2;2.25;3.4;3.25;2.3;3.4;3.1;2.01;1.8;
g_1_YDQjzctm;13;24.11. 16:15;Valencia;Rayo Vallecano;24/11/2018;3;0;H;13;13;6;5;1.44;4.5;7.5;1.45;4.75;6.5;1.72;2.12;
g_1_0n5Umegk;13;24.11. 13:00;Eibar;Real Madrid;24/11/2018;3;0;H;14;9;5;4;6;4.33;1.53;6;4.4;1.53;1.45;1.69;
g_1_QTjnyI9q;12;11.11. 20:45;Celta Vigo;Real Madrid;11/11/2018;2;4;A;15;14;5;1;5;4.5;1.55;5;4.33;1.62;1.38;2.98;
g_1_EkXtcaW2;12;11.11. 18:30;Rayo Vallecano;Villarreal;11/11/2018;2;2;D;15;11;8;4;3.1;3.4;2.25;3.1;3.4;2.3;1.88;1.92;
g_1_nuPgfcGL;12;11.11. 18:30;Sevilla;Espanyol;11/11/2018;2;1;H;23;15;6;3;1.75;3.6;4.5;1.75;3.7;4.75;1.77;2.04;
g_1_8l4Kub1S;12;11.11. 16:15;Barcelona;Betis;11/11/2018;3;4;A;20;15;10;5;1.18;7;13;1.19;7.25;14;1.3;3.4;
g_1_fo0GtvnM;12;11.11. 12:00;Alaves;Huesca;11/11/2018;2;1;H;13;9;5;4;1.8;3.6;4.33;1.83;3.5;4.6;2.17;1.69;
g_1_MepeZevd;12;10.11. 20:45;Girona;Leganes;10/11/2018;0;0;D;5;10;0;6;2.04;3.2;3.75;2.15;3.2;3.7;2.39;1.57;
g_1_QPzodJo9;12;10.11. 18:30;Atl. Madrid;Ath Bilbao;10/11/2018;3;2;H;9;6;12;2;1.44;4;9;1.45;4;9;2.39;1.57;
g_1_4KkjzxPk;12;10.11. 16:15;Getafe;Valencia;10/11/2018;0;1;A;17;7;6;4;2.75;3.1;2.75;2.8;3.1;2.7;2.58;1.49;
g_1_8lQkew1F;12;10.11. 13:00;Valladolid;Eibar;10/11/2018;0;0;D;9;16;4;4;2.3;3.3;3.25;2.3;3.25;3.25;2.29;1.62;
g_1_pdGDMIfj;11;05.11. 21:00;Espanyol;Ath Bilbao;05/11/2018;1;0;H;8;10;2;1;2;3.3;4;1.95;3.3;4.2;2.22;1.65;
g_1_hbyZT02G;11;04.11. 20:45;Betis;Celta Vigo;04/11/2018;3;3;D;14;14;4;4;1.8;3.8;4.5;1.83;3.8;4.2;1.9;1.9;
g_1_vec4qt23;11;04.11. 18:30;Huesca;Getafe;04/11/2018;1;1;D;18;8;10;2;3.6;3.3;2.1;3.6;3.25;2.15;2.43;1.55;
g_1_lQUsSvXS;11;04.11. 18:30;Real Sociedad;Sevilla;04/11/2018;0;0;D;10;8;7;7;2.75;3.5;2.45;2.85;3.5;2.4;1.72;2.11;
g_1_CMABsKWF;11;04.11. 16:15;Villarreal;Levante;04/11/2018;1;1;D;23;13;5;4;1.55;4;6;1.57;4.2;5.75;1.61;2.29;
g_1_jZG9Nbup;11;04.11. 12:00;Eibar;Alaves;04/11/2018;2;1;H;23;9;13;1;2.04;3.3;3.9;2.1;3.3;3.7;2.28;1.62;
g_1_04b0pMnc;11;03.11. 20:45;Rayo Vallecano;Barcelona;03/11/2018;2;3;A;11;9;3;1;9.5;6;1.28;10;6;1.28;1.42;2.81;
g_1_YVB7r0H9;11;03.11. 18:30;Valencia;Girona;03/11/2018;0;1;A;27;5;11;2;1.5;4;7.5;1.5;4.1;7;2.05;1.77;
g_1_WlzwTKHM;11;03.11. 16:15;Real Madrid;Valladolid;03/11/2018;2;0;H;16;12;8;6;1.16;8;15;1.18;7.25;15.5;1.35;3.13;
g_1_n1YQVMX3;10;28.10. 20:45;Sevilla;Huesca;28/10/2018;2;1;H;15;11;4;2;1.22;6.5;13;1.26;5.75;12.5;1.42;2.77;
g_1_pYBeGsYG;10;28.10. 18:30;Alaves;Villarreal;28/10/2018;2;1;H;19;9;8;4;3;3.2;2.5;3.1;3.2;2.4;2.24;1.64;
g_1_6sDiHNIA;10;28.10. 16:15;Barcelona;Real Madrid;28/10/2018;5;1;H;13;15;4;2;1.95;3.8;3.6;1.95;3.8;3.6;1.53;2.46;
g_1_QopIXr3i;10;28.10. 12:00;Getafe;Betis;28/10/2018;2;0;H;16;7;5;4;2.4;3.1;3.25;2.4;3.1;3.2;2.52;1.52;
g_1_hbF3EL2T;10;27.10. 20:45;Atl. Madrid;Real Sociedad;27/10/2018;2;0;H;14;7;10;1;1.53;3.8;7.5;1.55;3.8;7;2.22;1.65;
g_1_buhW9uBp;10;27.10. 18:30;Celta Vigo;Eibar;27/10/2018;4;0;H;10;17;2;8;2.14;3.3;3.6;2.1;3.4;3.6;1.97;1.83;
g_1_byxVUtmA;10;27.10. 18:30;Levante;Leganes;27/10/2018;2;0;H;9;21;3;2;2.1;3.25;3.75;2.15;3.4;3.4;2.04;1.77;
g_1_veBaF1mN;10;27.10. 16:15;Ath Bilbao;Valencia;27/10/2018;0;0;D;13;11;5;2;2.5;3.3;2.87;2.55;3.3;2.85;2.09;1.73;
g_1_xWjz9aQj;10;27.10. 13:00;Girona;Rayo Vallecano;27/10/2018;2;1;H;14;14;4;7;1.85;3.5;4.5;1.83;3.6;4.4;1.89;1.91;
g_1_hIcnKPYi;9;22.10. 21:00;Real Sociedad;Girona;22/10/2018;0;0;D;14;12;7;6;1.72;3.75;5;1.67;4;5;1.9;1.89;
g_1_AeaJGjSa;9;21.10. 20:45;Betis;Valladolid;21/10/2018;0;1;A;20;6;9;6;1.61;3.8;6;1.65;3.75;5.5;1.98;1.83;
g_1_xAFadMto;9;21.10. 18:30;Huesca;Espanyol;21/10/2018;0;2;A;10;6;6;4;3.5;3.3;2.14;3.6;3.3;2.15;2.15;1.7;
g_1_WAmSEUdC;9;21.10. 16:15;Eibar;Ath Bilbao;21/10/2018;1;1;D;18;6;8;2;2.7;3.2;2.75;2.75;3.1;2.75;2.29;1.61;
g_1_vFgrL5Jo;9;21.10. 12:00;Rayo Vallecano;Getafe;21/10/2018;1;2;A;10;5;6;2;2.9;3.3;2.5;2.9;3.25;2.5;2.23;1.65;
g_1_CAtGHWCg;9;20.10. 20:45;Barcelona;Sevilla;20/10/2018;4;2;H;23;19;5;7;1.33;6;7.5;1.34;6;7.25;1.26;3.72;
g_1_0phWDlCI;9;20.10. 18:30;Villarreal;Atl. Madrid;20/10/2018;1;1;D;18;15;8;7;3.8;3.1;2.14;3.6;3.1;2.2;2.47;1.54;
g_1_nucjJqlb;9;20.10. 16:15;Valencia;Leganes;20/10/2018;1;1;D;18;7;10;1;1.5;4;7.5;1.55;4;6.5;2.07;1.75;
g_1_QVefI334;9;20.10. 13:00;Real Madrid;Levante;20/10/2018;1;2;A;34;6;15;1;1.14;8.5;19;1.15;8.75;16;1.24;3.92;
g_1_KC1yPEKJ;8;07.10. 20:45;Valencia;Barcelona;07/10/2018;1;1;D;10;10;5;2;4.75;4.2;1.64;4.6;4.1;1.7;1.54;2.43;
g_1_AsKp2iD6;8;07.10. 18:30;Espanyol;Villarreal;07/10/2018;3;1;H;28;13;10;3;2.25;3.2;3.4;2.25;3.2;3.4;2.27;1.63;
g_1_b30uOYZP;8;07.10. 18:30;Sevilla;Celta Vigo;07/10/2018;2;1;H;12;13;8;8;1.53;4.33;6;1.55;4.5;5.5;1.47;2.62;
g_1_WjLt3Xc0;8;07.10. 16:15;Atl. Madrid;Betis;07/10/2018;1;0;H;13;5;6;4;1.44;4;9;1.48;3.9;8.25;2.19;1.67;
g_1_ImsCICcm;8;07.10. 12:00;Valladolid;Huesca;07/10/2018;1;0;H;9;11;6;2;1.9;3.5;4.2;1.9;3.5;4.25;2.13;1.71;
g_1_69Dg0VsJ;8;06.10. 20:45;Leganes;Rayo Vallecano;06/10/2018;1;0;H;13;6;6;4;2;3.3;4;2.1;3.25;3.75;2.2;1.67;
g_1_pzNY4gTm;8;06.10. 18:30;Alaves;Real Madrid;06/10/2018;1;0;H;8;13;4;3;9;4.75;1.36;7.75;4.75;1.4;1.53;1.59;
g_1_h69k1BSC;8;06.10. 16:15;Getafe;Levante;06/10/2018;0;1;A;15;12;10;2;1.72;3.6;5.25;1.72;3.6;5.25;1.95;1.85;
g_1_vcr8Jhrs;8;06.10. 13:00;Girona;Eibar;06/10/2018;2;3;A;10;12;4;9;2.1;3.2;3.8;2.15;3.3;3.6;2.32;1.6;
g_1_l87fizal;7;01.10. 21:00;Celta Vigo;Getafe;01/10/2018;1;1;D;8;12;3;9;2;3.5;3.8;2;3.3;4;2.1;1.73;
g_1_AH8jhGqr;7;30.09. 20:45;Betis;Leganes;30/09/2018;1;0;H;17;11;7;1;1.64;3.8;5.5;1.67;3.8;5.25;2.04;1.78;
g_1_GKbBmhbD;7;30.09. 18:30;Levante;Alaves;30/09/2018;2;1;H;14;14;9;4;2.14;3.5;3.3;2.2;3.3;3.4;2;1.81;
g_1_2BXT5ZDs;7;30.09. 16:15;Villarreal;Valladolid;30/09/2018;0;1;A;27;9;7;2;1.53;4;6.5;1.55;3.9;6.75;1.96;1.84;
g_1_Qkt2AF5Q;7;30.09. 12:00;Huesca;Girona;30/09/2018;1;1;D;13;14;5;5;2.5;3.3;2.9;2.55;3.2;2.9;2.13;1.71;
g_1_xUa7lYr7;7;29.09. 20:45;Real Madrid;Atl. Madrid;29/09/2018;0;0;D;15;8;8;6;2;3.5;3.75;2.1;3.4;3.6;1.88;1.92;
g_1_WWdajfEf;7;29.09. 18:30;Eibar;Sevilla;29/09/2018;1;3;A;15;7;6;3;3.3;3.4;2.2;3.2;3.5;2.2;1.95;1.85;
g_1_hxrfCyyE;7;29.09. 16:15;Barcelona;Ath Bilbao;29/09/2018;1;1;D;20;8;4;3;1.16;7.5;17;1.16;8;16.5;1.31;3.35;
g_1_r703kET0;7;29.09. 13:00;Real Sociedad;Valencia;29/09/2018;0;1;A;10;9;3;0;2.2;3.4;3.2;2.25;3.4;3.2;1.92;1.87;
g_1_jDyQyea1;6;27.09. 22:00;Girona;Betis;27/09/2018;0;1;A;8;14;5;1;2.5;3.3;2.87;2.55;3.4;2.75;1.89;1.9;
g_1_EHFgqw7R;6;27.09. 20:00;Alaves;Getafe;27/09/2018;1;1;D;15;13;5;7;2.8;3;2.75;2.8;3;2.75;2.67;1.45;
g_1_dASFbI6E;6;27.09. 20:00;Valladolid;Levante;27/09/2018;2;1;H;20;9;8;6;2.04;3.5;3.6;2.05;3.5;3.6;1.99;1.81;
g_1_IPGOddyR;6;26.09. 22:00;Sevilla;Real Madrid;26/09/2018;3;0;H;16;21;5;6;4.33;4.2;1.72;4.33;4.2;1.72;1.42;2.79;
g_1_U3zUzFE7;6;26.09. 22:00;Valencia;Celta Vigo;26/09/2018;1;1;D;14;9;0;2;1.66;4;4.75;1.7;4;4.75;1.62;2.26;
g_1_jw7LvcFr;6;26.09. 20:00;Ath Bilbao;Villarreal;26/09/2018;0;3;A;12;19;6;4;2.25;3.3;3.3;2.2;3.3;3.4;2.05;1.76;
g_1_Oj5Txype;6;26.09. 20:00;Leganes;Barcelona;26/09/2018;2;1;H;10;9;4;5;12;6;1.25;10.5;6.25;1.26;1.5;2.52;
g_1_p06PwHUl;6;25.09. 22:00;Atl. Madrid;Huesca;25/09/2018;3;0;H;17;8;4;3;1.22;6;15;1.22;6.25;15;1.75;2.06;
g_1_vZHKcxMK;6;25.09. 21:00;Real Sociedad;Rayo Vallecano;25/09/2018;2;2;D;16;11;8;5;1.61;4;5.5;1.62;4;5.5;1.76;2.06;
g_1_4rQ9qn1A;5;23.09. 20:45;Barcelona;Girona;23/09/2018;2;2;D;22;7;8;2;1.08;11;21;1.08;11.5;26;1.2;4.36;
g_1_pxOxmL72;5;23.09. 20:00;Betis;Ath Bilbao;23/09/2018;2;2;D;15;7;6;1;2.14;3.3;3.6;2.2;3.4;3.3;1.94;1.86;
g_1_WhQlpJiL;5;23.09. 16:15;Villarreal;Valencia;23/09/2018;0;0;D;11;12;8;6;2.25;3.25;3.3;2.35;3.4;3;1.94;1.87;
g_1_WdtjPHFe;5;23.09. 12:00;Levante;Sevilla;23/09/2018;2;6;A;19;20;8;4;3.5;3.6;2.04;3.4;3.4;2.15;1.68;2.17;
g_1_h2RpoaxF;5;22.09. 20:45;Real Madrid;Espanyol;22/09/2018;1;0;H;19;10;8;3;1.18;7;15;1.19;7.5;13.5;1.38;2.94;
g_1_OSMtnuN8;5;22.09. 18:30;Getafe;Atl. Madrid;22/09/2018;0;2;A;11;7;1;5;5;3.3;1.8;5;3.2;1.85;2.68;1.45;
g_1_rZODr6GG;5;22.09. 16:15;Celta Vigo;Valladolid;22/09/2018;3;3;D;12;14;7;8;1.75;3.5;5.25;1.67;3.75;5.5;2.02;1.79;
g_1_bqrrRwoq;5;22.09. 16:15;Eibar;Leganes;22/09/2018;1;0;H;14;4;5;2;2.04;3.2;4;2.1;3.2;3.8;2.44;1.55;
g_1_rXqfOyV1;5;22.09. 13:00;Rayo Vallecano;Alaves;22/09/2018;1;5;A;13;11;8;4;2.04;3.4;3.6;2.15;3.3;3.6;2.08;1.74;
g_1_dIM1o8Wc;4;17.09. 21:00;Girona;Celta Vigo;17/09/2018;3;2;H;11;20;3;1;2.4;3.3;3;2.35;3.3;3.1;1.88;1.91;
g_1_ALQ5pSo4;4;16.09. 20:45;Sevilla;Getafe;16/09/2018;0;2;A;15;10;7;1;1.55;4;7;1.53;4.1;6.5;1.9;1.9;
g_1_8dpBOpPp;4;16.09. 18:30;Valladolid;Alaves;16/09/2018;0;1;A;15;10;7;2;2.2;3.1;3.6;2.15;3.1;3.8;2.55;1.5;
g_1_AL4zVnnH;4;16.09. 16:15;Espanyol;Levante;16/09/2018;1;0;H;22;16;5;4;1.72;3.6;5.25;1.78;3.5;5;1.95;1.85;
g_1_6mbqTQGT;4;16.09. 12:00;Leganes;Villarreal;16/09/2018;0;1;A;16;9;6;1;3;3.1;2.54;3.1;3.1;2.5;2.36;1.59;
g_1_x86SW8H4;4;15.09. 20:45;Ath Bilbao;Real Madrid;15/09/2018;1;1;D;11;16;1;2;6;4.33;1.53;5.5;4.4;1.57;1.48;2.59;
g_1_EgXdnlHi;4;15.09. 18:30;Valencia;Betis;15/09/2018;0;0;D;12;11;5;4;1.75;3.75;4.75;1.75;3.9;4.5;1.71;2.13;
g_1_z3YhmU1o;4;15.09. 16:15;Real Sociedad;Barcelona;15/09/2018;1;2;A;8;12;1;6;7;5.25;1.4;7;5.25;1.4;1.44;2.72;
g_1_Gb5WVSWA;4;15.09. 13:00;Atl. Madrid;Eibar;15/09/2018;1;1;D;18;12;14;3;1.36;4.33;12;1.36;4.6;10;2.03;1.79;
